NAL,NS,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO
169,169,2013-1,7,22,22,0,16
169,169,2013-2,7,22,22,0,15
169,169,2013-3,7,22,22,0,16
170,170,2010-1,7,22,22,0,17
170,170,2010-2,7,22,19,3,14
170,170,2010-C,2,6,6,0,16
170,170,2011-1,7,22,22,0,15
170,170,2011-2,7,22,22,0,15
170,170,2011-3,5,21,21,0,15
170,170,2012-1,6,18,18,0,14
170,170,2012-2,7,22,22,0,15
170,170,2013-1,7,22,18,4,14
170,170,2013-2,7,22,22,0,15
170,170,2013-3,7,23,23,0,14
171,171,2010-1,7,22,22,0,17
171,171,2010-2,7,22,22,0,16
171,171,2011-1,7,22,22,0,16
171,171,2011-2,7,22,22,0,16
171,171,2011-3,4,17,17,0,16
171,171,2012-1,7,22,22,0,16
171,171,2012-2,7,22,22,0,17
171,171,2013-1,7,22,22,0,16
171,171,2013-2,7,22,22,0,16
171,171,2013-3,7,22,22,0,16
172,172,2010-1,7,22,22,0,16
172,172,2010-2,7,22,22,0,16
172,172,2010-C,2,6,6,0,14
172,172,2011-1,7,22,22,0,16
172,172,2011-2,6,20,16,4,13
172,172,2011-3,5,20,20,0,15
172,172,2012-1,7,22,22,0,16
172,172,2012-2,7,22,22,0,16
172,172,2013-1,7,22,22,0,15
172,172,2013-2,7,22,22,0,16
172,172,2013-3,6,19,19,0,15
173,173,2010-1,7,22,19,3,13
173,173,2010-2,7,22,22,0,15
173,173,2010-C,3,9,6,3,10
173,173,2011-1,7,22,16,6,13
173,173,2011-2,7,22,15,7,11
173,173,2011-3,6,22,22,0,15
173,173,2012-1,6,21,21,0,15
173,173,2012-2,7,22,18,4,14
173,173,2013-1,6,20,20,0,15
173,173,2013-2,7,22,22,0,15
173,173,2013-3,6,19,19,0,15
173,173,2014-1,5,15,9,6,15
173,173,2014-2,2,6,6,0,15
174,174,2010-1,7,22,12,10,8
175,175,2010-1,7,22,22,0,16
175,175,2010-2,7,22,22,0,16
175,175,2010-C,3,9,9,0,15
175,175,2011-1,7,22,16,6,12
175,175,2011-2,7,22,13,9,10
175,175,2011-3,6,22,8,14,6
175,175,2012-1,6,19,3,16,6
175,175,2012-2,7,21,15,6,14
175,175,2013-1,6,20,14,6,12
175,175,2013-2,6,20,4,16,7
175,175,2013-3,7,22,3,19,7
175,175,2014-1,5,16,6,10,8
175,175,2014-2,6,19,9,10,8
175,175,2015-1,6,19,9,10,8
175,175,2015-2,7,22,16,6,12
176,176,2010-1,7,22,22,0,18
176,176,2010-2,7,22,22,0,15
176,176,2010-C,2,6,3,3,13
176,176,2011-1,7,22,22,0,14
176,176,2011-2,7,22,16,6,13
176,176,2011-3,4,15,12,3,14
176,176,2012-1,5,17,17,0,15
176,176,2012-2,6,20,13,7,14
176,176,2013-1,6,19,16,3,14
176,176,2013-2,7,22,6,16,11
176,176,2013-3,6,20,10,10,11
176,176,2014-1,5,15,3,12,11
176,176,2014-2,6,20,14,6,13
176,176,2015-1,7,21,12,9,13
176,176,2015-2,5,15,3,12,10
177,177,2011-1,6,21,17,4,13
177,177,2011-2,6,21,10,11,11
177,177,2011-3,4,14,7,7,11
177,177,2012-1,6,22,7,15,7
177,177,2012-2,4,15,3,12,4
177,177,2014-2,5,14,10,4,15
177,177,2015-1,3,12,12,0,14
177,177,2015-2,2,8,0,8,1
178,178,2010-1,6,21,18,3,14
178,178,2010-C,2,8,0,8,0
178,178,2011-1,6,21,18,3,14
178,178,2011-2,6,22,12,10,9
178,178,2011-3,6,22,19,3,16
178,178,2012-1,6,21,18,3,16
178,178,2012-2,5,18,7,11,10
178,178,2013-1,4,14,6,8,11
178,178,2014-1,4,15,0,15,3
179,179,2010-1,3,10,10,0,18
179,179,2010-2,3,11,11,0,16
179,179,2011-1,3,9,9,0,14
179,179,2011-2,3,12,4,8,11
179,179,2012-2,2,8,8,0,17
179,179,2013-1,1,4,4,0,16
179,179,2013-2,3,10,10,0,16
179,179,2014-1,4,14,14,0,16
179,179,2014-2,6,22,22,0,15
179,179,2015-1,6,22,22,0,16
179,179,2015-2,4,13,13,0,16
180,180,2010-1,7,22,22,0,16
180,180,2010-2,7,22,22,0,15
180,180,2010-C,3,9,9,0,17
180,180,2011-1,7,22,19,3,14
180,180,2011-2,6,20,20,0,16
180,180,2011-3,5,19,9,10,8
180,180,2012-1,4,12,9,3,13
180,180,2012-2,6,20,20,0,16
180,180,2013-1,7,22,22,0,15
180,180,2013-2,4,13,10,3,14
180,180,2014-1,6,19,19,0,16
180,180,2014-2,6,19,19,0,17
180,180,2015-1,2,6,6,0,17
181,181,2010-1,7,22,0,22,0
181,181,2010-2,5,18,10,8,9
181,181,2010-C,2,7,7,0,15
181,181,2011-1,6,20,3,17,5
181,181,2011-2,5,20,0,20,0
181,181,2011-3,5,17,11,6,14
181,181,2012-1,6,20,0,20,0
181,181,2012-2,5,18,0,18,5
181,181,2013-1,6,22,6,16,4
181,181,2013-2,5,20,20,0,15
181,181,2013-3,7,22,15,7,10
182,182,2010-1,4,9,9,0,17
182,182,2010-2,4,14,11,3,12
182,182,2010-C,3,10,10,0,15
182,182,2011-1,6,22,22,0,15
182,182,2011-2,6,22,22,0,16
182,182,2011-3,6,22,14,8,14
182,182,2012-1,5,19,16,3,15
182,182,2012-2,5,15,15,0,16
182,182,2013-1,2,7,7,0,17
183,183,2010-1,6,21,6,15,9
183,183,2010-2,6,21,21,0,15
183,183,2011-1,6,21,21,0,15
183,183,2011-2,6,22,22,0,15
183,183,2011-3,6,22,22,0,15
183,183,2012-1,6,22,22,0,15
183,183,2012-2,5,18,18,0,15
183,183,2013-1,6,22,22,0,14
183,183,2013-2,6,22,22,0,15
183,183,2013-3,6,22,22,0,15
183,183,2014-1,6,18,18,0,16
184,184,2010-1,6,21,21,0,15
184,184,2010-2,6,21,21,0,17
184,184,2011-1,6,22,22,0,16
184,184,2011-2,6,22,22,0,17
184,184,2011-3,6,22,22,0,16
184,184,2012-1,6,21,21,0,15
184,184,2012-2,6,22,22,0,14
184,184,2013-1,6,22,22,0,16
184,184,2013-2,6,22,22,0,15
184,184,2013-3,7,21,8,13,9
184,184,2014-2,4,13,13,0,15
185,185,2010-1,6,21,0,21,0
185,185,2013-3,7,19,18,1,15
185,185,2014-1,6,18,18,0,17
185,185,2014-2,5,18,18,0,15
185,185,2015-1,5,19,19,0,17
185,185,2015-2,5,19,19,0,16
186,186,2010-1,6,21,21,0,14
186,186,2010-2,6,22,8,14,10
186,186,2010-C,3,11,7,4,13
186,186,2011-1,6,22,7,15,10
186,186,2011-3,5,17,3,14,9
186,186,2012-1,6,22,11,11,11
186,186,2015-1,6,19,0,19,4
187,187,2010-1,6,21,18,3,15
187,187,2010-2,6,21,21,0,15
187,187,2011-1,6,22,22,0,14
187,187,2011-2,6,22,22,0,15
187,187,2011-3,6,22,18,4,14
187,187,2012-1,6,22,22,0,14
187,187,2012-2,6,21,17,4,15
187,187,2013-1,6,21,17,4,14
187,187,2013-3,3,12,12,0,14
187,187,2014-1,4,15,11,4,14
187,187,2014-2,5,17,17,0,15
187,187,2015-1,5,16,16,0,15
188,188,2010-1,6,21,14,7,11
188,188,2010-2,6,21,17,4,14
188,188,2011-1,6,22,0,22,2
189,189,2010-1,6,21,21,0,16
189,189,2010-2,6,21,17,4,14
189,189,2010-C,3,11,11,0,16
189,189,2011-1,6,21,17,4,12
189,189,2011-2,6,22,22,0,15
189,189,2011-3,6,21,7,14,9
189,189,2012-1,6,21,21,0,15
189,189,2012-2,6,20,20,0,15
189,189,2013-1,4,15,15,0,15
189,189,2013-2,6,22,22,0,15
189,189,2013-3,4,16,16,0,16
189,189,2014-1,4,14,10,4,15
189,189,2014-2,5,17,13,4,14
189,189,2015-2,1,4,4,0,14
190,190,2010-1,6,21,15,6,14
190,190,2010-2,6,21,3,18,4
191,191,2010-1,6,21,18,3,14
191,191,2010-2,6,21,17,4,13
191,191,2010-C,3,11,11,0,14
191,191,2011-1,6,21,13,8,11
191,191,2011-2,6,20,4,16,10
191,191,2011-3,6,21,9,12,12
191,191,2012-1,5,20,12,8,12
191,191,2012-2,5,20,16,4,14
191,191,2013-1,6,19,13,6,12
191,191,2013-2,5,18,14,4,14
191,191,2013-3,5,18,7,11,10
191,191,2014-1,4,15,11,4,12
191,191,2014-2,4,15,11,4,13
191,191,2015-1,4,15,11,4,14
191,191,2015-2,3,11,4,7,12
192,192,2010-1,6,21,12,9,13
192,192,2010-2,6,21,17,4,14
192,192,2011-2,6,21,13,8,12
192,192,2011-3,6,22,22,0,16
192,192,2012-1,6,22,14,8,12
192,192,2013-1,6,22,22,0,16
194,194,2010-1,6,21,0,21,2
195,195,2010-1,6,21,14,7,13
195,195,2010-2,5,18,11,7,13
195,195,2011-1,6,22,14,8,11
195,195,2012-1,6,22,10,12,9
195,195,2013-1,6,22,11,11,12
195,195,2013-2,6,21,18,3,12
195,195,2014-1,6,22,11,11,8
195,195,2014-2,3,12,0,12,9
195,195,2015-1,7,20,0,20,1
195,195,2015-2,5,15,0,15,0
196,196,2010-1,7,22,2,20,2
197,197,2010-1,7,22,0,22,0
198,198,2010-1,6,21,17,4,14
198,198,2010-2,6,22,22,0,15
198,198,2010-C,3,11,11,0,17
198,198,2011-1,6,22,22,0,15
198,198,2011-2,6,22,22,0,15
198,198,2011-3,6,22,18,4,14
198,198,2012-1,6,22,18,4,15
198,198,2012-2,6,22,22,0,15
198,198,2013-1,6,22,22,0,15
198,198,2013-2,6,21,21,0,15
198,198,2013-3,4,11,11,0,15
199,199,2010-1,6,21,10,11,9
199,199,2010-2,7,22,3,19,7
199,199,2010-C,3,11,0,11,0
199,199,2011-1,7,22,0,22,3
199,199,2011-3,6,21,13,8,13
199,199,2012-1,6,22,4,18,5
199,199,2012-2,6,22,0,22,3
200,200,2010-1,7,22,3,19,4
200,200,2010-2,6,19,0,19,0
200,200,2010-C,2,6,0,6,9
200,200,2011-1,5,14,0,14,0
200,200,2011-2,5,15,0,15,3
200,200,2012-1,7,22,0,22,1
201,201,2010-1,7,22,0,22,1
201,201,2010-2,7,22,0,22,0
202,202,2010-1,6,21,21,0,16
202,202,2011-1,6,21,18,3,14
202,202,2011-2,6,22,18,4,14
202,202,2013-3,6,22,14,8,11
202,202,2014-1,6,22,15,7,11
202,202,2014-2,6,22,11,11,12
202,202,2015-1,5,16,16,0,15
203,203,2010-1,6,21,21,0,15
203,203,2010-2,6,22,22,0,15
203,203,2010-C,3,11,11,0,18
203,203,2011-1,6,22,22,0,16
203,203,2011-2,6,22,22,0,15
203,203,2011-3,6,22,22,0,17
203,203,2012-1,6,22,22,0,16
203,203,2012-2,6,22,22,0,15
203,203,2013-1,6,22,22,0,16
203,203,2013-2,7,22,22,0,16
203,203,2013-3,3,8,8,0,16
204,204,2010-1,5,17,0,17,0
205,205,2010-1,6,21,17,4,15
205,205,2010-2,7,22,17,5,16
205,205,2010-C,3,11,4,7,9
205,205,2011-1,7,21,21,0,14
205,205,2011-2,6,22,18,4,15
205,205,2011-3,6,22,14,8,13
205,205,2012-1,6,22,12,10,13
205,205,2012-2,7,22,19,3,14
205,205,2013-1,7,22,22,0,14
205,205,2013-2,7,22,15,7,13
205,205,2013-3,7,22,15,7,14
205,205,2014-1,6,22,18,4,15
205,205,2014-2,6,24,21,3,15
205,205,2015-1,2,6,3,3,8
206,206,2010-1,7,22,18,4,13
206,206,2010-2,6,19,12,7,11
206,206,2011-1,5,15,6,9,12
206,206,2011-2,6,19,6,13,9
206,206,2011-3,4,13,3,10,5
206,206,2012-1,4,13,0,13,6
207,207,2010-1,7,22,22,0,16
207,207,2010-2,7,22,22,0,15
207,207,2010-C,2,6,6,0,16
207,207,2011-1,7,22,22,0,15
207,207,2011-2,6,20,20,0,15
207,207,2011-3,6,22,22,0,16
207,207,2012-1,6,19,19,0,15
207,207,2012-2,6,19,19,0,15
207,207,2013-1,7,22,22,0,15
207,207,2013-2,7,22,22,0,15
207,207,2013-3,6,19,19,0,15
208,208,2010-1,7,22,22,0,16
208,208,2010-2,7,22,22,0,16
208,208,2010-C,2,6,6,0,18
208,208,2011-1,7,22,22,0,16
208,208,2011-2,6,20,16,4,12
208,208,2011-3,5,20,20,0,16
208,208,2012-1,7,22,22,0,16
208,208,2012-2,7,22,22,0,16
208,208,2013-1,7,22,22,0,16
208,208,2013-2,7,22,22,0,15
208,208,2013-3,6,19,19,0,16
210,210,2010-1,7,22,18,4,14
211,211,2010-1,6,21,17,4,14
211,211,2010-2,6,21,0,21,1
211,211,2011-1,6,21,0,21,0
212,212,2010-1,6,21,6,15,10
212,212,2010-2,6,21,14,7,14
212,212,2010-C,3,11,11,0,15
212,212,2011-1,6,20,11,9,12
212,212,2011-2,6,21,17,4,14
212,212,2011-3,6,21,13,8,12
212,212,2012-1,6,22,18,4,13
212,212,2012-2,6,20,10,10,12
212,212,2013-1,6,21,17,4,14
212,212,2013-2,7,21,10,11,11
212,212,2013-3,7,21,9,12,13
212,212,2014-1,8,22,9,13,10
212,212,2014-2,6,22,14,8,12
212,212,2015-1,7,22,18,4,14
212,212,2015-2,6,21,21,0,15
213,213,2010-1,7,22,17,5,14
213,213,2010-2,6,22,22,0,16
213,213,2010-C,2,7,7,0,15
213,213,2011-1,7,22,22,0,15
213,213,2011-2,6,22,22,0,15
213,213,2011-3,6,22,22,0,15
213,213,2012-1,7,22,22,0,16
213,213,2012-2,8,21,21,0,16
213,213,2013-1,7,21,21,0,16
213,213,2013-2,6,22,22,0,16
213,213,2013-3,4,18,18,0,18
214,214,2010-1,7,22,22,0,16
214,214,2010-2,8,22,22,0,15
214,214,2010-C,3,11,11,0,15
214,214,2011-1,6,21,21,0,15
214,214,2011-2,5,19,7,12,12
214,214,2011-3,5,20,0,20,1
214,214,2012-1,5,20,16,4,14
214,214,2012-2,5,19,8,11,10
214,214,2013-1,6,22,14,8,14
214,214,2013-2,5,20,8,12,12
214,214,2013-3,6,22,3,19,9
214,214,2014-1,5,19,0,19,4
214,214,2014-2,5,20,12,8,13
214,214,2015-1,5,17,0,17,0
214,214,2015-2,6,21,0,21,3
215,215,2010-1,7,22,0,22,0
215,215,2011-1,7,22,9,13,10
215,215,2011-2,7,22,0,22,0
215,215,2011-3,7,22,0,22,0
216,216,2010-1,6,21,21,0,16
216,216,2010-2,6,21,21,0,16
216,216,2010-C,3,11,11,0,18
216,216,2011-1,6,22,22,0,17
216,216,2011-2,6,22,22,0,17
216,216,2011-3,6,22,22,0,16
216,216,2012-1,6,21,21,0,16
216,216,2012-2,6,22,22,0,16
216,216,2013-1,6,22,22,0,15
216,216,2013-2,7,22,22,0,16
216,216,2013-3,5,16,16,0,16
217,217,2010-1,6,21,21,0,17
217,217,2010-2,6,22,18,4,13
217,217,2010-C,3,12,12,0,16
217,217,2011-1,6,21,21,0,16
217,217,2011-2,6,22,22,0,16
217,217,2011-3,6,21,21,0,15
217,217,2012-1,6,22,22,0,16
217,217,2012-2,6,22,22,0,15
217,217,2013-1,6,22,22,0,16
217,217,2013-2,7,22,22,0,15
217,217,2013-3,4,13,13,0,15
218,218,2010-1,6,21,0,21,2
218,218,2010-2,6,21,0,21,0
218,218,2011-1,6,21,0,21,0
218,218,2011-2,6,21,3,18,10
218,218,2011-3,6,21,9,12,8
218,218,2012-1,6,21,10,11,8
218,218,2012-2,6,21,10,11,11
218,218,2013-1,6,21,12,9,12
218,218,2013-2,6,22,12,10,12
218,218,2013-3,6,22,22,0,15
218,218,2014-1,6,22,18,4,12
218,218,2014-2,6,22,19,3,14
218,218,2015-1,6,22,22,0,15
218,218,2015-2,6,22,22,0,14
219,219,2010-1,6,21,13,8,13
219,219,2010-2,6,22,22,0,15
219,219,2010-C,3,11,11,0,15
219,219,2011-1,7,22,14,8,13
219,219,2011-2,6,22,15,7,14
219,219,2011-3,6,22,15,7,12
219,219,2012-1,7,22,15,7,12
219,219,2012-2,7,21,7,14,11
219,219,2013-1,6,20,20,0,15
219,219,2013-2,7,22,16,6,14
219,219,2013-3,7,22,22,0,15
219,219,2014-1,6,22,11,11,13
219,219,2014-2,6,21,14,7,12
219,219,2015-1,5,21,21,0,15
220,220,2010-1,7,22,22,0,15
220,220,2010-2,7,22,12,10,10
220,220,2011-1,7,22,13,9,10
220,220,2011-2,7,22,7,15,8
220,220,2011-3,7,22,10,12,12
220,220,2012-1,6,21,12,9,11
220,220,2012-2,7,22,6,16,12
220,220,2013-1,5,17,11,6,11
220,220,2013-2,7,22,10,12,12
220,220,2013-3,6,19,16,3,14
220,220,2014-1,5,16,16,0,14
220,220,2014-2,7,22,10,12,13
220,220,2015-1,5,15,12,3,14
220,220,2015-2,7,21,18,3,14
221,221,2010-1,5,17,11,6,9
221,221,2010-2,6,21,6,15,8
221,221,2011-1,6,20,0,20,5
221,221,2011-2,6,21,0,21,2
222,222,2010-1,6,21,6,15,7
222,222,2011-1,6,21,14,7,13
222,222,2011-2,6,21,10,11,11
222,222,2011-3,6,20,18,2,15
222,222,2012-1,6,22,0,22,4
222,222,2012-2,5,19,15,4,12
222,222,2013-1,5,20,20,0,14
222,222,2013-2,6,22,11,11,12
222,222,2013-3,5,20,16,4,14
222,222,2014-1,6,22,10,12,13
222,222,2014-2,6,22,10,12,10
222,222,2015-2,6,22,3,19,10
223,223,2010-1,6,21,4,17,5
223,223,2010-2,6,21,3,18,4
223,223,2010-C,2,8,0,8,3
223,223,2011-1,6,21,0,21,1
223,223,2011-2,6,21,0,21,0
223,223,2011-3,6,21,13,8,9
223,223,2013-1,6,21,7,14,10
223,223,2013-2,6,21,7,14,7
223,223,2013-3,6,18,7,11,7
223,223,2014-1,3,11,7,4,11
223,223,2014-2,4,14,10,4,14
223,223,2015-1,4,16,16,0,14
223,223,2015-2,5,19,11,8,14
224,224,2010-1,7,22,22,0,15
224,224,2010-2,6,22,18,4,14
224,224,2010-C,3,11,7,4,11
224,224,2011-1,5,17,9,8,14
224,224,2011-2,5,19,19,0,15
224,224,2011-3,6,21,17,4,14
224,224,2012-1,6,22,7,15,11
224,224,2012-2,7,22,14,8,12
224,224,2013-1,7,21,21,0,15
224,224,2013-2,6,21,17,4,14
224,224,2013-3,6,21,17,4,14
224,224,2014-1,7,22,22,0,15
224,224,2014-2,3,11,11,0,15
224,224,2015-1,3,15,15,0,15
225,225,2010-1,6,21,9,12,12
225,225,2010-2,7,22,18,4,14
225,225,2010-C,3,12,12,0,14
225,225,2011-1,6,21,17,4,14
225,225,2011-2,6,22,18,4,14
225,225,2011-3,6,22,6,16,11
225,225,2012-1,6,22,18,4,14
225,225,2012-2,6,20,13,7,11
225,225,2013-1,7,22,14,8,12
225,225,2013-2,6,20,6,14,10
225,225,2013-3,6,21,17,4,12
225,225,2014-1,6,21,13,8,13
225,225,2014-2,6,21,14,7,14
225,225,2015-1,7,22,22,0,16
225,225,2015-2,4,19,19,0,16
226,226,2010-1,6,21,6,15,9
226,226,2011-1,7,22,0,22,2
227,227,2010-1,7,22,16,6,13
227,227,2010-2,7,21,14,7,11
227,227,2010-C,3,10,6,4,11
227,227,2011-1,5,19,19,0,15
227,227,2011-2,5,18,18,0,14
227,227,2011-3,6,21,13,8,9
227,227,2012-1,5,18,10,8,13
227,227,2012-2,6,21,18,3,14
227,227,2013-1,5,19,19,0,17
227,227,2013-2,6,21,17,4,14
227,227,2013-3,5,19,15,4,15
227,227,2014-1,5,18,18,0,14
227,227,2014-2,6,21,21,0,16
227,227,2015-1,4,13,13,0,15
228,228,2010-1,7,22,12,10,11
228,228,2010-2,6,19,15,4,12
228,228,2010-C,2,6,2,4,12
228,228,2011-1,6,19,19,0,15
228,228,2011-2,6,21,7,14,8
228,228,2011-3,6,20,13,7,11
228,228,2012-1,4,15,12,3,13
228,228,2012-2,5,19,8,11,12
228,228,2013-1,3,11,11,0,14
228,228,2013-2,4,15,11,4,14
228,228,2013-3,5,20,12,8,14
228,228,2014-1,5,20,16,4,15
228,228,2014-2,5,19,19,0,15
228,228,2015-1,6,20,20,0,15
228,228,2015-2,6,22,18,4,14
229,229,2010-1,7,22,0,22,0
230,230,2010-1,7,22,11,11,12
230,230,2010-2,4,14,3,11,9
230,230,2012-1,4,14,14,0,15
230,230,2012-2,6,18,18,0,14
230,230,2013-1,6,20,20,0,15
230,230,2013-2,6,22,22,0,16
230,230,2013-3,6,22,22,0,16
230,230,2014-1,6,22,22,0,17
230,230,2014-2,6,22,22,0,16
230,230,2015-1,6,22,22,0,17
230,230,2015-2,6,22,22,0,16
231,231,2010-1,7,22,18,4,13
231,231,2010-2,6,19,19,0,15
231,231,2010-C,2,7,3,4,11
231,231,2011-1,6,20,20,0,15
231,231,2011-2,6,21,21,0,16
231,231,2011-3,6,21,21,0,15
231,231,2012-1,5,19,19,0,16
231,231,2012-2,6,22,18,4,15
231,231,2013-1,6,22,22,0,16
231,231,2013-2,6,22,19,3,15
231,231,2013-3,6,22,22,0,16
231,231,2014-1,5,15,15,0,17
232,232,2010-1,7,22,0,22,2
232,232,2010-2,7,22,0,22,1
234,234,2010-1,7,22,19,3,14
234,234,2010-2,7,22,15,7,14
234,234,2011-3,6,18,9,9,11
234,234,2012-1,5,15,6,9,11
234,234,2012-2,4,13,7,6,9
234,234,2013-1,5,15,15,0,14
234,234,2013-2,6,21,14,7,11
234,234,2013-3,3,11,7,4,9
235,235,2010-1,7,22,19,3,13
235,235,2010-2,7,22,10,12,10
235,235,2010-C,3,9,6,3,10
235,235,2011-1,7,22,6,16,9
235,235,2011-2,7,22,7,15,9
235,235,2011-3,7,21,9,12,9
235,235,2012-1,3,9,3,6,5
235,235,2013-1,4,12,9,3,14
235,235,2013-2,6,19,16,3,13
235,235,2013-3,4,16,11,5,14
235,235,2014-1,6,21,21,0,15
235,235,2014-2,6,19,19,0,15
235,235,2015-1,6,19,19,0,14
235,235,2015-2,7,22,18,4,12
236,236,2010-1,7,22,17,5,13
236,236,2010-2,7,21,15,6,12
236,236,2010-C,3,9,9,0,14
236,236,2011-1,7,22,3,19,2
237,237,2010-1,6,21,17,4,14
237,237,2010-2,6,21,13,8,12
237,237,2011-1,6,21,10,11,11
237,237,2011-3,6,22,8,14,12
237,237,2012-1,6,21,6,15,9
237,237,2013-3,3,12,8,4,15
237,237,2014-1,4,15,11,4,13
237,237,2014-2,6,20,16,4,14
237,237,2015-1,5,19,19,0,15
237,237,2015-2,6,20,20,0,15
238,238,2010-1,6,21,21,0,15
238,238,2010-2,6,21,17,4,14
238,238,2011-1,6,22,0,22,9
238,238,2013-2,6,21,3,18,4
239,239,2010-1,6,21,6,15,7
240,240,2010-1,6,21,17,4,12
240,240,2010-2,6,21,14,7,13
240,240,2010-C,3,12,0,12,2
240,240,2011-1,6,22,0,22,1
240,240,2011-2,6,22,0,22,1
240,240,2011-3,6,22,0,22,2
240,240,2012-1,6,21,0,21,1
240,240,2012-2,6,22,3,19,7
240,240,2013-1,6,22,0,22,1
240,240,2013-2,6,22,0,22,6
240,240,2013-3,5,17,7,10,8
240,240,2014-1,5,17,0,17,1
240,240,2014-2,6,20,0,20,0
240,240,2015-1,6,19,15,4,15
240,240,2015-2,4,15,15,0,15
241,241,2010-1,6,21,21,0,16
241,241,2010-2,6,22,14,8,10
241,241,2010-C,3,11,11,0,16
241,241,2011-1,7,22,19,3,14
241,241,2011-2,6,22,22,0,14
241,241,2011-3,6,22,22,0,14
241,241,2012-1,6,22,22,0,15
241,241,2012-2,6,22,22,0,15
241,241,2013-1,6,21,21,0,15
241,241,2013-2,6,22,22,0,15
241,241,2013-3,6,20,20,0,15
242,242,2010-1,6,21,17,4,14
242,242,2010-2,5,18,14,4,12
242,242,2010-C,2,7,7,0,15
242,242,2011-1,6,22,18,4,15
242,242,2011-3,5,18,14,4,11
242,242,2012-1,6,22,18,4,15
242,242,2012-2,6,22,22,0,15
242,242,2013-1,6,22,18,4,13
242,242,2013-2,6,22,22,0,14
242,242,2013-3,6,22,18,4,13
242,242,2014-1,6,22,18,4,15
242,242,2015-1,6,22,22,0,15
242,242,2015-2,3,8,8,0,17
243,243,2010-1,6,21,0,21,3
244,244,2010-1,6,21,21,0,14
244,244,2010-2,6,21,21,0,14
244,244,2011-1,6,22,14,8,12
244,244,2011-2,6,21,9,12,11
244,244,2011-3,6,21,7,14,8
244,244,2012-1,6,21,11,10,9
244,244,2012-2,5,20,4,16,11
244,244,2013-1,6,22,14,8,13
244,244,2013-2,5,20,12,8,13
244,244,2013-3,4,15,15,0,14
244,244,2014-1,6,22,18,4,13
244,244,2014-2,6,22,22,0,15
244,244,2015-1,6,22,22,0,16
244,244,2015-2,8,26,23,3,15
245,245,2010-1,6,21,21,0,15
245,245,2010-2,6,21,17,4,13
245,245,2010-C,2,7,3,4,7
245,245,2011-1,6,22,22,0,15
245,245,2011-2,6,21,21,0,15
245,245,2011-3,6,22,18,4,14
245,245,2012-1,6,22,18,4,15
245,245,2012-2,6,22,22,0,16
245,245,2013-1,6,22,22,0,15
245,245,2013-2,6,21,18,3,14
245,245,2013-3,6,22,18,4,12
245,245,2014-1,5,16,16,0,15
246,246,2010-1,6,21,21,0,15
246,246,2010-2,6,22,22,0,15
246,246,2010-C,2,8,8,0,17
246,246,2011-1,6,22,22,0,16
246,246,2011-2,6,22,22,0,16
246,246,2011-3,2,8,8,0,15
246,246,2012-1,6,21,21,0,16
246,246,2012-2,7,22,22,0,16
246,246,2013-1,6,22,22,0,15
246,246,2013-2,6,22,22,0,15
246,246,2013-3,8,26,26,0,16
246,246,2014-1,1,3,3,0,16
247,247,2010-1,6,21,17,4,14
247,247,2010-2,6,21,17,4,13
247,247,2011-1,6,22,8,14,10
247,247,2011-2,6,21,6,15,13
247,247,2011-3,6,20,4,16,12
247,247,2012-1,4,14,10,4,13
247,247,2012-2,6,22,3,19,9
247,247,2013-1,6,21,10,11,11
247,247,2013-2,4,15,12,3,12
247,247,2013-3,5,20,16,4,13
247,247,2015-1,4,15,15,0,14
247,247,2015-2,5,15,12,3,15
248,248,2010-1,6,21,17,4,15
248,248,2010-2,6,21,14,7,11
248,248,2013-1,6,22,10,12,7
249,249,2010-1,6,21,21,0,17
249,249,2010-2,6,21,21,0,17
249,249,2011-1,7,26,26,0,16
249,249,2011-2,6,22,22,0,17
249,249,2011-3,6,22,22,0,17
249,249,2012-1,6,22,22,0,17
249,249,2012-2,6,22,22,0,16
249,249,2013-1,6,22,22,0,17
249,249,2013-2,7,22,22,0,17
249,249,2013-3,5,16,16,0,17
250,250,2010-1,6,21,9,12,12
250,250,2010-2,7,22,17,5,13
250,250,2011-1,5,17,1,16,0
250,250,2011-3,4,16,0,16,1
250,250,2012-1,4,16,0,16,5
250,250,2013-1,5,19,0,19,1
251,251,2010-1,6,20,20,0,17
251,251,2010-2,6,22,15,7,12
251,251,2010-C,3,11,11,0,16
251,251,2011-1,7,22,12,10,13
251,251,2011-2,7,21,13,8,12
251,251,2011-3,7,22,15,7,15
251,251,2012-1,6,22,18,4,13
251,251,2012-2,7,22,14,8,13
251,251,2013-1,6,20,17,3,16
251,251,2013-2,5,22,12,10,13
251,251,2013-3,5,17,17,0,15
252,252,2010-1,6,21,17,4,13
252,252,2010-2,7,22,18,4,14
252,252,2010-C,3,11,8,3,13
252,252,2011-1,5,20,20,0,15
252,252,2011-2,6,22,22,0,15
252,252,2011-3,7,22,18,4,14
252,252,2012-1,7,22,22,0,15
252,252,2012-2,7,22,18,4,14
252,252,2013-1,6,20,20,0,15
252,252,2013-2,7,22,19,3,15
252,252,2013-3,7,22,22,0,16
252,252,2014-1,2,12,4,8,9
252,252,2015-1,1,8,8,0,15
253,253,2010-1,7,22,7,15,10
253,253,2010-2,6,21,21,0,14
253,253,2010-C,3,12,12,0,15
