NAL,NS,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO
343,343,2015-2,1,3,3,0,14
344,344,2010-1,6,21,13,8,13
344,344,2010-2,6,22,22,0,14
344,344,2010-C,3,11,11,0,15
344,344,2011-1,7,22,13,9,11
344,344,2011-2,7,21,16,5,14
344,344,2011-3,7,22,10,12,11
344,344,2012-1,5,16,0,16,0
344,344,2012-2,7,20,0,20,2
344,344,2013-1,7,19,8,11,9
344,344,2013-2,6,22,11,11,12
344,344,2013-3,6,22,0,22,4
344,344,2014-1,6,21,3,18,5
344,344,2014-2,6,22,0,22,2
344,344,2015-1,6,21,6,15,7
344,344,2015-2,7,21,0,21,3
345,345,2010-1,6,21,13,8,9
345,345,2010-2,3,9,6,3,10
345,345,2011-1,6,20,0,20,1
346,346,2010-1,6,21,14,7,14
346,346,2010-2,7,22,22,0,15
346,346,2010-C,3,11,7,4,9
346,346,2011-1,6,21,21,0,14
346,346,2011-2,6,22,22,0,15
346,346,2011-3,6,21,13,8,14
346,346,2012-1,6,22,19,3,13
346,346,2012-2,8,21,21,0,14
346,346,2013-1,7,22,19,3,14
346,346,2013-2,7,22,18,4,14
346,346,2013-3,6,22,22,0,15
346,346,2014-1,4,18,6,12,13
346,346,2014-2,2,12,12,0,17
347,347,2010-1,6,22,22,0,16
347,347,2010-2,7,22,21,1,16
347,347,2010-C,3,11,7,4,12
347,347,2011-1,7,21,21,0,15
347,347,2011-2,7,21,21,0,16
347,347,2011-3,7,22,22,0,15
347,347,2012-1,7,22,22,0,15
347,347,2012-2,5,19,19,0,15
347,347,2013-1,6,25,25,0,16
348,348,2010-1,7,22,6,16,10
348,348,2010-2,7,22,7,15,11
348,348,2010-C,3,11,7,4,11
348,348,2011-1,6,19,3,16,9
348,348,2011-2,5,16,3,13,5
348,348,2011-3,5,17,0,17,3
348,348,2012-1,5,17,0,17,0
348,348,2012-2,6,22,0,22,0
348,348,2013-1,6,22,0,22,6
348,348,2013-2,5,16,4,12,6
348,348,2013-3,6,20,6,14,9
348,348,2014-1,6,18,3,15,6
348,348,2014-2,6,18,10,8,10
348,348,2015-1,4,15,0,15,5
348,348,2015-2,5,18,0,18,4
349,349,2010-1,6,21,13,8,13
349,349,2010-2,7,22,18,4,15
349,349,2011-1,5,20,16,4,14
349,349,2011-2,5,19,15,4,13
349,349,2011-3,7,22,17,5,14
349,349,2012-1,7,22,18,4,14
349,349,2012-2,6,21,21,0,15
349,349,2013-1,7,21,21,0,16
349,349,2013-2,7,22,22,0,15
349,349,2013-3,7,22,18,4,15
349,349,2014-1,5,18,18,0,14
349,349,2014-2,4,19,19,0,15
350,350,2010-1,7,22,22,0,18
350,350,2010-2,8,25,25,0,15
350,350,2010-C,3,12,12,0,16
350,350,2011-1,6,22,22,0,15
350,350,2011-2,6,22,18,4,13
350,350,2011-3,6,22,18,4,16
350,350,2012-1,8,22,22,0,16
350,350,2012-2,7,22,12,10,12
350,350,2013-1,7,22,22,0,15
350,350,2013-2,6,22,18,4,15
350,350,2013-3,6,25,25,0,15
351,351,2010-1,7,22,13,9,13
351,351,2010-2,6,19,14,5,14
351,351,2010-C,3,11,7,4,14
351,351,2011-1,6,21,8,13,11
351,351,2011-2,6,21,0,21,5
351,351,2011-3,6,20,8,12,12
351,351,2012-1,7,21,12,9,14
351,351,2012-2,6,21,9,12,11
351,351,2013-1,6,22,14,8,12
351,351,2013-2,6,22,0,22,4
351,351,2013-3,6,22,0,22,7
351,351,2014-1,6,22,3,19,7
351,351,2014-2,4,14,3,11,7
351,351,2015-1,8,21,5,16,4
351,351,2015-2,7,20,11,9,12
352,352,2010-1,6,21,13,8,13
352,352,2010-2,6,22,18,4,13
352,352,2010-C,3,11,11,0,15
352,352,2011-1,7,22,22,0,15
352,352,2011-2,6,22,18,4,14
352,352,2011-3,6,21,17,4,14
352,352,2012-1,7,22,16,6,12
352,352,2012-2,7,21,13,8,12
352,352,2013-1,6,20,9,11,12
352,352,2013-2,7,21,10,11,13
352,352,2013-3,7,22,7,15,12
352,352,2014-1,6,22,7,15,10
352,352,2014-2,6,22,7,15,10
352,352,2015-1,5,19,19,0,14
352,352,2015-2,5,22,4,18,8
353,353,2010-1,5,15,15,0,17
353,353,2010-2,6,21,17,4,13
353,353,2011-1,6,18,17,1,15
353,353,2011-2,7,21,17,4,13
353,353,2011-3,6,21,21,0,16
353,353,2012-1,8,22,18,4,13
353,353,2012-2,6,21,21,0,16
353,353,2013-1,6,20,20,0,15
353,353,2013-2,4,15,15,0,16
353,353,2013-3,3,15,12,3,16
353,353,2014-1,1,3,3,0,15
354,354,2015-1,6,20,8,12,9
354,354,2015-2,7,19,16,3,12
355,355,2010-1,7,22,14,8,12
355,355,2010-2,6,20,12,8,12
355,355,2010-C,3,11,3,8,11
356,356,2010-1,7,22,0,22,7
356,356,2010-2,7,22,12,10,9
356,356,2011-1,7,21,13,8,11
356,356,2011-2,6,18,0,18,9
356,356,2011-3,6,18,0,18,3
356,356,2012-2,4,11,0,11,5
356,356,2013-1,5,16,0,16,5
356,356,2013-2,7,20,9,11,8
356,356,2013-3,4,15,3,12,5
356,356,2014-1,5,19,0,19,3
356,356,2014-2,4,16,0,16,0
356,356,2015-1,4,16,4,12,5
356,356,2015-2,5,20,16,4,12
357,357,2010-1,7,22,13,9,13
357,357,2010-2,6,20,13,7,13
357,357,2010-C,2,6,6,0,14
357,357,2011-1,7,20,9,11,9
357,357,2011-2,7,22,0,22,8
357,357,2011-3,7,22,15,7,14
357,357,2012-1,5,17,13,4,13
357,357,2012-2,5,19,7,12,12
357,357,2013-1,3,12,12,0,16
357,357,2013-3,3,12,8,4,13
357,357,2014-1,3,10,7,3,14
357,357,2014-2,3,11,11,0,15
357,357,2015-1,4,14,14,0,14
357,357,2015-2,3,11,3,8,11
358,358,2010-1,7,22,22,0,15
358,358,2010-2,6,19,13,6,13
358,358,2010-C,3,9,3,6,7
358,358,2011-1,6,20,16,4,14
358,358,2011-2,6,20,10,10,12
358,358,2011-3,6,21,10,11,11
358,358,2012-1,6,22,22,0,14
358,358,2012-2,5,18,14,4,14
358,358,2013-1,6,22,19,3,15
358,358,2013-2,5,18,11,7,13
358,358,2013-3,6,21,17,4,15
358,358,2014-1,6,21,21,0,15
358,358,2014-2,5,19,19,0,15
358,358,2015-1,6,20,20,0,15
359,359,2010-1,7,22,6,16,9
359,359,2010-2,5,16,9,7,10
359,359,2011-1,7,22,22,0,14
359,359,2011-2,6,20,8,12,11
359,359,2011-3,5,17,17,0,14
359,359,2012-1,5,17,14,3,14
359,359,2012-2,3,11,7,4,12
359,359,2013-1,3,12,8,4,10
359,359,2013-3,3,12,4,8,13
359,359,2014-1,3,12,8,4,11
359,359,2014-2,6,22,18,4,15
359,359,2015-1,5,19,19,0,15
359,359,2015-2,6,22,18,4,15
360,360,2010-1,7,22,22,0,16
361,361,2010-1,7,22,22,0,16
361,361,2010-2,7,22,22,0,15
361,361,2011-1,7,22,19,3,14
361,361,2011-2,7,22,16,6,12
361,361,2011-3,6,22,13,9,10
361,361,2012-1,3,10,7,3,13
361,361,2012-2,7,22,18,4,12
361,361,2013-1,6,19,16,3,14
361,361,2013-2,7,22,19,3,14
361,361,2013-3,7,22,22,0,14
361,361,2014-1,7,22,19,3,14
361,361,2014-2,7,22,19,3,14
362,362,2010-1,7,22,19,3,15
362,362,2010-2,7,22,22,0,15
362,362,2010-C,2,6,6,0,19
362,362,2011-1,7,22,13,9,13
362,362,2011-2,7,22,13,9,10
362,362,2011-3,6,22,11,11,8
362,362,2012-1,6,22,7,15,7
362,362,2012-2,6,18,15,3,16
362,362,2013-1,5,17,17,0,15
362,362,2013-2,7,21,15,6,13
362,362,2013-3,7,22,22,0,15
362,362,2014-1,6,19,16,3,14
362,362,2014-2,7,22,12,10,10
362,362,2015-1,5,16,9,7,11
362,362,2015-2,5,18,18,0,15
363,363,2010-1,7,22,2,20,3
363,363,2011-1,6,20,4,16,6
364,364,2010-1,7,22,19,3,12
364,364,2010-2,7,22,0,22,1
364,364,2010-C,3,9,6,3,10
364,364,2011-1,7,22,16,6,12
364,364,2011-2,7,22,0,22,1
365,365,2010-1,7,22,12,10,9
365,365,2010-2,7,22,19,3,12
365,365,2011-1,7,22,3,19,5
365,365,2011-2,7,22,3,19,2
365,365,2011-3,7,22,19,3,13
365,365,2012-1,5,16,16,0,14
365,365,2012-2,5,16,13,3,14
365,365,2013-1,5,20,16,4,13
365,365,2013-2,6,20,20,0,15
365,365,2013-3,7,22,19,3,14
365,365,2014-1,7,22,6,16,9
365,365,2014-2,7,22,12,10,12
365,365,2015-1,7,22,19,3,15
365,365,2015-2,7,22,16,6,14
366,366,2010-1,7,22,22,0,18
366,366,2010-2,7,22,22,0,15
366,366,2010-C,2,6,3,3,7
366,366,2011-1,6,19,9,10,10
366,366,2011-2,7,22,19,3,12
366,366,2011-3,6,22,4,18,5
366,366,2012-1,5,19,13,6,14
366,366,2012-2,7,22,12,10,11
366,366,2013-1,6,18,15,3,12
366,366,2013-2,5,17,4,13,10
366,366,2013-3,6,19,10,9,8
366,366,2014-1,5,16,0,16,1
366,366,2014-2,6,19,3,16,9
366,366,2015-1,6,19,9,10,7
366,366,2015-2,6,19,16,3,12
367,367,2010-1,7,22,2,20,0
368,368,2011-1,7,22,22,0,14
368,368,2011-2,7,22,15,7,13
368,368,2011-3,7,22,10,12,11
368,368,2012-1,7,22,9,13,10
368,368,2012-2,7,22,9,13,12
368,368,2013-1,6,20,17,3,14
368,368,2013-2,5,17,17,0,15
368,368,2013-3,6,21,18,3,14
368,368,2014-1,5,16,9,7,14
368,368,2014-2,7,22,16,6,13
368,368,2015-1,7,22,13,9,14
368,368,2015-2,7,22,19,3,14
369,369,2010-1,7,22,22,0,15
369,369,2010-2,7,22,16,6,13
369,369,2010-C,4,12,9,3,13
369,369,2011-1,7,22,19,3,13
369,369,2011-2,7,22,4,18,7
369,369,2011-3,6,22,4,18,10
369,369,2012-1,6,21,4,17,5
369,369,2012-2,6,21,12,9,11
369,369,2013-1,6,21,15,6,12
369,369,2013-2,6,19,9,10,10
369,369,2013-3,6,21,11,10,10
369,369,2014-1,6,21,0,21,4
369,369,2014-2,6,21,6,15,10
369,369,2015-1,6,19,13,6,12
369,369,2015-2,7,22,13,9,13
370,370,2010-1,7,22,0,22,0
371,371,2010-1,7,22,7,15,5
371,371,2010-2,7,21,18,3,13
371,371,2011-1,7,22,19,3,13
371,371,2011-2,7,22,9,13,11
371,371,2011-3,6,19,15,4,14
371,371,2012-1,6,21,12,9,11
371,371,2012-2,5,16,10,6,11
371,371,2013-1,6,20,11,9,11
371,371,2013-2,6,20,13,7,14
371,371,2013-3,5,16,13,3,14
371,371,2014-1,7,22,13,9,13
371,371,2014-2,7,22,16,6,12
371,371,2015-1,7,21,15,6,12
371,371,2015-2,7,21,21,0,15
372,372,2010-1,7,22,22,0,15
372,372,2010-2,7,22,22,0,15
372,372,2010-C,2,6,6,0,15
372,372,2011-1,7,22,22,0,15
372,372,2011-2,6,19,9,10,9
372,372,2011-3,5,20,11,9,8
372,372,2012-1,6,22,10,12,11
372,372,2012-2,5,16,9,7,11
372,372,2013-1,5,16,6,10,11
372,372,2013-2,5,16,0,16,8
372,372,2013-3,5,16,0,16,7
372,372,2014-1,5,16,7,9,11
372,372,2014-2,6,20,0,20,2
373,373,2010-1,6,21,21,0,14
373,373,2010-2,6,21,14,7,13
373,373,2011-1,6,22,15,7,13
373,373,2011-2,6,21,0,21,4
373,373,2011-3,6,21,0,21,0
373,373,2012-1,6,21,0,21,1
373,373,2012-2,6,21,6,15,10
373,373,2013-1,6,21,3,18,7
373,373,2013-2,6,20,7,13,10
373,373,2013-3,6,21,18,3,13
373,373,2014-1,6,22,15,7,13
373,373,2014-2,6,22,22,0,14
373,373,2015-1,6,21,14,7,12
373,373,2015-2,6,22,7,15,11
374,374,2010-1,6,21,0,21,0
374,374,2010-2,7,22,0,22,0
374,374,2011-1,7,22,0,22,0
374,374,2011-2,7,22,0,22,0
374,374,2013-2,6,19,7,12,8
374,374,2013-3,6,19,3,16,7
374,374,2014-1,5,16,12,4,13
374,374,2014-2,5,19,15,4,13
374,374,2015-1,6,20,9,11,9
374,374,2015-2,5,18,3,15,9
375,375,2010-1,6,21,10,11,13
375,375,2010-2,6,21,21,0,15
375,375,2011-1,6,22,18,4,12
375,375,2011-2,6,22,15,7,12
375,375,2011-3,6,21,7,14,10
375,375,2012-1,6,21,14,7,12
375,375,2012-2,6,22,10,12,12
375,375,2013-1,6,22,4,18,8
375,375,2013-2,6,22,8,14,11
375,375,2013-3,6,22,7,15,8
375,375,2014-1,5,20,16,4,13
375,375,2014-2,6,22,4,18,9
375,375,2015-1,5,18,0,18,1
375,375,2015-2,5,18,15,3,12
376,376,2010-1,6,21,18,3,12
376,376,2010-2,6,21,9,12,12
376,376,2010-C,1,3,3,0,15
376,376,2011-1,6,21,10,11,9
376,376,2011-2,5,18,11,7,9
376,376,2011-3,6,21,0,21,0
376,376,2012-1,4,15,7,8,12
376,376,2012-2,6,22,14,8,13
376,376,2013-1,5,18,14,4,13
376,376,2013-2,5,17,10,7,12
376,376,2013-3,4,14,10,4,13
376,376,2014-1,5,19,15,4,14
376,376,2014-2,4,15,7,8,12
377,377,2010-1,6,21,10,11,11
377,377,2010-2,6,21,6,15,7
378,378,2010-1,7,22,22,0,15
378,378,2010-2,7,22,19,3,15
378,378,2011-1,7,22,17,5,14
378,378,2011-2,6,20,20,0,16
378,378,2011-3,6,21,18,3,14
378,378,2012-1,6,20,17,3,15
378,378,2012-2,6,22,18,4,14
378,378,2013-1,5,19,19,0,16
378,378,2013-2,6,22,22,0,16
378,378,2013-3,5,19,12,7,14
378,378,2014-1,5,17,17,0,16
378,378,2014-2,6,20,20,0,17
379,379,2010-1,6,21,17,4,14
379,379,2010-2,6,21,21,0,14
379,379,2010-C,3,11,3,8,12
379,379,2011-1,6,22,14,8,13
379,379,2013-1,6,21,14,7,13
380,380,2010-1,6,21,21,0,16
380,380,2010-2,6,22,22,0,16
380,380,2010-C,3,11,11,0,17
380,380,2011-1,6,22,22,0,17
380,380,2011-2,6,22,22,0,16
380,380,2011-3,6,22,22,0,15
380,380,2012-1,6,22,22,0,17
380,380,2012-2,6,22,22,0,15
380,380,2013-1,6,22,22,0,16
380,380,2013-2,7,21,21,0,16
380,380,2013-3,3,9,9,0,16
381,381,2010-1,6,21,18,3,15
381,381,2010-2,6,21,21,0,15
381,381,2010-C,1,3,3,0,16
381,381,2011-1,6,22,18,4,14
381,381,2011-2,6,22,14,8,12
381,381,2011-3,7,22,22,0,15
381,381,2012-1,6,22,22,0,15
381,381,2012-2,5,20,16,4,15
381,381,2013-1,6,22,22,0,15
381,381,2013-2,6,22,22,0,14
381,381,2013-3,6,22,22,0,15
381,381,2014-1,5,16,16,0,15
382,382,2010-1,6,21,17,4,14
382,382,2010-2,6,21,17,4,13
382,382,2010-C,3,11,11,0,14
382,382,2011-1,6,22,18,4,15
382,382,2011-2,6,21,18,3,14
382,382,2012-2,6,22,18,4,14
382,382,2013-1,6,21,18,3,14
382,382,2013-2,6,21,17,4,13
382,382,2013-3,4,15,12,3,14
382,382,2014-1,5,18,18,0,15
382,382,2014-2,6,22,22,0,16
382,382,2015-1,6,20,17,3,15
382,382,2015-2,4,13,13,0,15
383,383,2010-1,6,21,17,4,15
383,383,2010-2,6,21,21,0,16
383,383,2011-1,7,21,17,4,14
383,383,2011-2,6,22,18,4,15
383,383,2011-3,6,22,18,4,13
383,383,2012-1,6,22,19,3,14
383,383,2012-2,8,22,18,4,14
383,383,2013-1,7,22,10,12,10
383,383,2013-2,7,22,10,12,10
383,383,2013-3,7,22,4,18,6
383,383,2014-1,6,21,18,3,14
383,383,2014-2,6,22,4,18,8
383,383,2015-2,6,21,7,14,10
384,384,2010-1,7,22,22,0,15
384,384,2010-2,7,22,22,0,15
384,384,2010-C,2,6,6,0,15
384,384,2011-1,7,22,22,0,14
384,384,2011-2,5,16,16,0,14
384,384,2011-3,5,20,20,0,16
384,384,2012-1,7,22,15,7,14
384,384,2012-2,7,22,22,0,17
384,384,2013-1,7,22,22,0,15
384,384,2013-2,7,22,22,0,16
384,384,2013-3,8,26,26,0,15
385,385,2010-1,7,22,0,22,0
386,386,2010-1,6,21,7,14,7
386,386,2011-1,5,18,0,18,1
387,387,2010-1,6,21,0,21,2
388,388,2010-1,7,22,22,0,15
388,388,2010-2,7,22,22,0,15
388,388,2011-1,7,22,19,3,14
388,388,2011-2,7,22,13,9,11
388,388,2012-1,6,21,15,6,14
388,388,2012-2,6,20,20,0,14
388,388,2013-1,7,22,16,6,13
388,388,2013-2,6,19,16,3,13
388,388,2013-3,6,20,17,3,14
388,388,2014-1,7,22,22,0,14
388,388,2014-2,7,21,21,0,15
388,388,2015-1,4,12,12,0,15
389,389,2010-1,6,21,10,11,9
389,389,2010-2,6,21,10,11,13
389,389,2010-C,2,7,3,4,13
389,389,2011-1,6,22,8,14,10
389,389,2011-2,6,22,10,12,10
389,389,2011-3,6,22,18,4,13
389,389,2012-1,5,20,8,12,7
389,389,2012-2,5,20,16,4,14
389,389,2013-1,6,22,11,11,11
389,389,2013-2,3,12,4,8,7
389,389,2013-3,6,22,18,4,13
389,389,2014-1,6,22,15,7,12
389,389,2014-2,6,22,15,7,12
389,389,2015-1,6,22,14,8,13
389,389,2015-2,6,22,22,0,14
390,390,2010-1,6,21,21,0,17
390,390,2010-2,6,22,22,0,17
390,390,2010-C,3,11,11,0,18
390,390,2011-1,6,22,22,0,16
390,390,2011-2,6,22,22,0,16
390,390,2011-3,6,22,22,0,15
390,390,2012-1,6,22,22,0,15
390,390,2012-2,6,22,22,0,15
390,390,2013-1,6,22,22,0,15
390,390,2013-2,7,21,21,0,16
390,390,2013-3,3,9,9,0,17
391,391,2010-1,6,21,10,11,13
391,391,2010-2,6,21,18,3,14
391,391,2010-C,2,7,7,0,16
391,391,2011-1,6,22,10,12,8
391,391,2011-2,6,22,18,4,12
391,391,2011-3,6,22,6,16,6
391,391,2012-1,6,22,11,11,9
391,391,2012-2,6,21,10,11,11
391,391,2013-1,5,19,11,8,10
391,391,2013-2,6,21,21,0,14
391,391,2013-3,6,22,11,11,10
391,391,2014-1,5,20,12,8,13
391,391,2014-2,6,22,22,0,16
391,391,2015-1,6,22,22,0,15
391,391,2015-2,6,22,22,0,15
392,392,2010-1,7,22,18,4,15
392,392,2010-2,7,22,9,13,9
392,392,2011-1,6,19,0,19,0
393,393,2010-1,6,21,0,21,0
394,394,2010-1,6,21,21,0,15
394,394,2010-2,6,21,15,6,12
394,394,2010-C,3,11,4,7,9
394,394,2011-1,6,22,11,11,11
394,394,2011-2,6,21,18,3,14
394,394,2011-3,6,22,12,10,10
394,394,2012-1,6,22,3,19,4
394,394,2012-2,6,21,14,7,13
394,394,2013-1,6,21,14,7,11
394,394,2013-2,6,22,6,16,9
394,394,2013-3,6,22,18,4,13
394,394,2014-1,6,22,22,0,14
394,394,2014-2,6,22,7,15,12
394,394,2015-1,5,20,16,4,14
394,394,2015-2,3,12,0,12,3
395,395,2010-1,6,21,17,4,14
395,395,2010-2,6,22,22,0,16
395,395,2010-C,3,11,11,0,18
395,395,2011-1,6,22,18,4,15
395,395,2011-2,6,22,22,0,17
395,395,2011-3,6,22,22,0,17
395,395,2012-1,6,22,22,0,16
395,395,2012-2,6,21,21,0,16
395,395,2013-1,6,22,22,0,16
395,395,2013-2,6,21,21,0,17
395,395,2013-3,6,18,18,0,17
396,396,2010-1,6,21,21,0,15
396,396,2010-2,6,21,21,0,15
396,396,2010-C,3,11,11,0,17
396,396,2011-1,6,22,22,0,15
396,396,2011-2,6,22,10,12,14
396,396,2011-3,6,22,14,8,13
396,396,2012-1,6,22,22,0,16
396,396,2012-2,6,22,18,4,13
396,396,2013-1,6,22,15,7,13
396,396,2013-2,6,22,15,7,11
396,396,2013-3,6,22,14,8,14
396,396,2014-1,7,22,9,13,8
396,396,2014-2,7,24,0,24,6
397,397,2010-1,4,15,4,11,10
397,397,2010-2,6,21,21,0,15
397,397,2011-1,6,22,15,7,13
397,397,2011-2,6,22,10,12,12
397,397,2012-2,5,18,11,7,13
397,397,2013-1,6,22,8,14,9
397,397,2013-2,6,22,14,8,13
397,397,2013-3,6,22,0,22,3
397,397,2014-1,3,12,12,0,14
397,397,2014-2,6,22,18,4,11
397,397,2015-1,4,14,10,4,13
397,397,2015-2,5,17,17,0,14
398,398,2010-1,7,22,18,4,13
398,398,2010-2,7,22,19,3,14
398,398,2011-1,6,19,19,0,15
398,398,2011-2,6,20,7,13,10
398,398,2011-3,5,16,4,12,7
398,398,2013-1,1,3,3,0,15
398,398,2013-2,2,7,0,7,2
399,399,2010-1,6,21,21,0,16
399,399,2010-2,6,22,22,0,16
399,399,2010-C,2,7,7,0,17
399,399,2011-1,6,22,22,0,16
399,399,2011-2,6,22,22,0,16
399,399,2011-3,6,21,21,0,15
399,399,2012-1,6,22,22,0,16
399,399,2012-2,6,21,18,3,15
399,399,2013-1,6,21,21,0,15
399,399,2013-2,6,22,18,4,14
399,399,2013-3,7,22,22,0,15
400,400,2010-1,6,21,13,8,9
400,400,2010-2,6,21,21,0,14
400,400,2010-C,3,11,7,4,13
400,400,2011-2,6,21,14,7,11
400,400,2011-3,6,22,15,7,12
400,400,2012-1,6,22,18,4,14
400,400,2012-2,6,22,18,4,14
400,400,2013-1,5,19,15,4,14
400,400,2013-2,6,22,22,0,15
400,400,2013-3,6,22,22,0,14
400,400,2014-1,5,19,19,0,15
400,400,2014-2,6,21,17,4,13
400,400,2015-1,6,18,15,3,12
401,401,2010-1,6,21,13,8,13
401,401,2010-2,7,22,18,4,14
401,401,2010-C,3,12,8,4,13
401,401,2011-1,6,21,20,1,14
401,401,2011-2,6,22,18,4,13
401,401,2011-3,7,21,8,13,13
401,401,2012-1,7,22,10,12,12
401,401,2012-2,6,22,11,11,13
401,401,2014-1,7,22,18,4,14
401,401,2014-2,7,22,14,8,12
401,401,2015-1,6,21,10,11,11
401,401,2015-2,7,22,11,11,13
402,402,2010-1,6,21,21,0,15
402,402,2010-2,6,21,21,0,15
402,402,2011-1,6,22,22,0,15
402,402,2011-2,6,22,22,0,15
402,402,2011-3,6,22,22,0,15
402,402,2012-1,6,21,21,0,15
402,402,2012-2,6,22,22,0,16
402,402,2013-1,6,22,22,0,16
402,402,2013-2,6,22,22,0,15
402,402,2013-3,7,21,21,0,15
403,403,2010-1,6,21,0,21,2
404,404,2010-1,7,22,0,22,0
405,405,2010-1,6,21,17,4,14
405,405,2010-2,6,21,10,11,11
405,405,2011-1,6,21,17,4,14
405,405,2011-2,6,22,22,0,14
405,405,2011-3,6,22,11,11,13
405,405,2012-1,6,22,20,2,15
405,405,2012-2,6,22,22,0,15
405,405,2013-1,6,22,18,4,15
405,405,2013-2,6,22,19,3,15
405,405,2013-3,6,22,18,4,14
405,405,2014-1,6,21,21,0,15
405,405,2014-2,7,21,21,0,14
406,406,2010-1,6,21,17,4,12
406,406,2010-2,6,21,17,4,13
406,406,2011-1,6,22,6,16,10
406,406,2011-2,6,22,0,22,0
406,406,2012-2,5,19,16,3,14
406,406,2013-1,5,18,14,4,15
406,406,2013-2,6,21,11,10,11
406,406,2013-3,6,19,19,0,14
406,406,2014-1,4,15,7,8,7
406,406,2015-1,5,20,20,0,14
406,406,2015-2,6,22,10,12,11
407,407,2010-1,6,21,10,11,13
407,407,2010-2,6,21,18,3,14
407,407,2010-C,2,7,7,0,15
407,407,2011-1,6,22,18,4,14
407,407,2011-2,6,22,22,0,15
407,407,2011-3,6,22,22,0,15
407,407,2012-1,6,21,21,0,15
407,407,2012-2,6,22,22,0,16
407,407,2013-1,6,20,20,0,16
407,407,2013-2,5,20,16,4,15
407,407,2013-3,6,22,22,0,16
407,407,2014-1,7,21,21,0,15
408,408,2010-1,6,21,17,4,14
408,408,2010-2,6,21,10,11,10
408,408,2010-C,3,11,7,4,9
408,408,2011-1,6,22,7,15,9
408,408,2011-2,7,22,12,10,9
408,408,2011-3,6,21,3,18,6
408,408,2012-1,5,18,4,14,8
408,408,2012-2,3,11,8,3,14
408,408,2013-1,5,20,12,8,9
408,408,2013-2,6,22,11,11,10
408,408,2013-3,6,22,6,16,7
408,408,2014-1,6,22,11,11,11
408,408,2014-2,5,20,8,12,10
409,409,2010-1,6,21,21,0,15
409,409,2010-2,6,21,21,0,16
409,409,2011-1,6,22,22,0,17
409,409,2011-2,6,22,22,0,16
409,409,2011-3,6,22,22,0,15
409,409,2012-1,6,21,21,0,15
409,409,2012-2,6,22,22,0,15
409,409,2013-1,6,22,22,0,17
409,409,2013-2,6,22,22,0,16
409,409,2013-3,7,21,21,0,15
410,410,2010-1,6,21,4,17,8
410,410,2010-2,6,21,8,13,7
410,410,2011-1,6,21,0,21,5
410,410,2011-2,6,21,0,21,3
410,410,2012-2,5,18,11,7,11
410,410,2013-1,6,22,0,22,5
410,410,2013-2,6,22,8,14,7
410,410,2014-1,6,20,4,16,4
411,411,2010-1,6,21,21,0,14
411,411,2010-2,6,21,14,7,11
411,411,2011-1,6,22,18,4,14
412,412,2010-1,4,11,0,11,4
412,412,2010-2,4,11,7,4,10
412,412,2011-1,7,22,14,8,12
412,412,2011-2,7,22,18,4,12
412,412,2011-3,7,22,18,4,14
412,412,2012-1,7,21,3,18,9
412,412,2012-2,7,21,0,21,4
412,412,2013-1,7,19,7,12,10
412,412,2013-2,7,21,0,21,9
412,412,2013-3,7,22,1,21,8
412,412,2014-1,6,22,7,15,9
412,412,2014-2,6,21,0,21,3
412,412,2015-1,7,20,6,14,10
412,412,2015-2,6,20,3,17,9
413,413,2010-1,6,21,17,4,13
413,413,2010-2,6,21,17,4,14
413,413,2011-3,6,21,21,0,14
413,413,2012-1,6,20,11,9,13
413,413,2012-2,6,20,20,0,15
413,413,2013-1,6,20,9,11,12
413,413,2013-2,6,22,10,12,12
413,413,2014-1,6,22,6,16,12
413,413,2014-2,5,18,3,15,10
413,413,2015-1,6,21,10,11,13
414,414,2010-1,6,21,21,0,16
414,414,2010-2,6,21,21,0,15
414,414,2011-1,7,22,22,0,15
414,414,2011-2,6,22,22,0,15
414,414,2011-3,7,22,18,4,14
414,414,2012-1,7,22,18,4,15
414,414,2012-2,6,21,17,4,14
414,414,2013-1,7,21,21,0,15
414,414,2013-2,6,22,22,0,14
414,414,2013-3,5,21,21,0,14
415,415,2010-1,7,22,22,0,16
415,415,2010-2,6,20,20,0,16
415,415,2010-C,3,11,11,0,17
415,415,2011-1,6,22,22,0,16
415,415,2011-2,6,22,22,0,16
415,415,2011-3,7,22,22,0,17
415,415,2012-1,7,20,20,0,15
415,415,2012-2,7,22,22,0,16
415,415,2013-1,7,22,22,0,17
415,415,2013-2,6,21,21,0,16
415,415,2013-3,2,12,12,0,15
416,416,2010-1,6,21,21,0,15
416,416,2010-2,6,22,22,0,16
416,416,2010-C,3,11,11,0,14
416,416,2011-1,7,21,17,4,15
416,416,2011-2,6,22,22,0,15
416,416,2011-3,7,22,22,0,16
416,416,2012-1,7,22,22,0,15
416,416,2012-2,8,22,22,0,15
416,416,2013-1,6,21,17,4,12
416,416,2013-2,6,22,22,0,16
416,416,2013-3,4,18,18,0,15
417,417,2010-1,6,21,4,17,11
417,417,2010-2,6,21,10,11,8
417,417,2011-1,6,21,17,4,14
417,417,2011-2,6,22,14,8,9
417,417,2011-3,5,18,11,7,12
417,417,2012-1,6,21,7,14,5
417,417,2013-1,6,19,6,13,8
417,417,2013-2,4,14,0,14,1
417,417,2013-3,4,14,4,10,8
417,417,2014-1,5,19,0,19,3
417,417,2014-2,6,18,0,18,0
