IdAcademico,IdAlumno,IdSocial,SEMESTRE,NCURSOSMATRICULADOS,NCREDITOSMATRICULADOS,NCREDITOSAPROBADOS,NCREDITOSDESAPROBADOS,PROMEDIOPORCICLO,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,ED0D,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO
1597,164,164,2011-3,5,20,11,9,9,0,3,0,1,0,2,2,0,1,0,0,1,0
1598,164,164,2012-1,6,22,17,5,14,0,3,0,1,0,2,2,0,1,0,0,1,0
1599,164,164,2012-2,6,20,12,8,10,0,3,0,1,0,2,2,0,1,0,0,1,0
1600,164,164,2013-1,6,20,17,3,15,0,3,0,1,0,2,2,0,1,0,0,1,0
1601,164,164,2013-2,7,22,9,13,11,0,3,0,1,0,2,2,0,1,0,0,1,0
1602,164,164,2013-3,4,13,6,7,12,0,3,0,1,0,2,2,0,1,0,0,1,0
1603,164,164,2014-1,6,19,16,3,13,0,3,0,1,0,2,2,0,1,0,0,1,0
1604,164,164,2014-2,5,17,10,7,11,0,3,0,1,0,2,2,0,1,0,0,1,0
1605,165,165,2010-2,7,22,0,22,1,0,3,0,0,1,2,1,0,1,1,0,2,1
1606,165,165,2011-1,7,22,2,20,0,0,3,0,0,1,2,1,0,1,1,0,2,1
1607,165,165,2011-3,6,20,10,10,10,0,3,0,0,1,2,1,0,1,1,0,2,1
1608,165,165,2012-1,6,20,20,0,15,0,3,0,0,1,2,1,0,1,1,0,2,1
1609,165,165,2012-2,7,22,16,6,13,0,3,0,0,1,2,1,0,1,1,0,2,1
1610,165,165,2013-1,6,18,9,9,9,0,3,0,0,1,2,1,0,1,1,0,2,1
1611,165,165,2013-2,5,16,3,13,9,0,3,0,0,1,2,1,0,1,1,0,2,1
1612,165,165,2013-3,5,16,0,16,5,0,3,0,0,1,2,1,0,1,1,0,2,1
1613,165,165,2014-1,6,19,0,19,0,0,3,0,0,1,2,1,0,1,1,0,2,1
1614,165,165,2014-2,6,19,0,19,4,0,3,0,0,1,2,1,0,1,1,0,2,1
1615,165,165,2015-1,6,19,0,19,1,0,3,0,0,1,2,1,0,1,1,0,2,1
1616,165,165,2015-2,6,19,0,19,0,0,3,0,0,1,2,1,0,1,1,0,2,1
1617,166,166,2010-1,7,22,22,0,15,0,3,0,0,1,0,3,0,1,1,0,2,0
1618,166,166,2010-2,7,22,0,22,5,0,3,0,0,1,0,3,0,1,1,0,2,0
1619,167,167,2010-1,7,22,0,22,0,0,3,0,0,1,0,1,0,1,0,0,2,1
1620,168,168,2010-1,7,22,22,0,16,0,3,0,2,0,2,1,0,1,0,0,0,1
1621,168,168,2010-2,7,22,22,0,16,0,3,0,2,0,2,1,0,1,0,0,0,1
1622,168,168,2010-C,3,9,9,0,16,0,3,0,2,0,2,1,0,1,0,0,0,1
1623,168,168,2011-1,7,22,22,0,16,0,3,0,2,0,2,1,0,1,0,0,0,1
1624,168,168,2011-2,4,13,10,3,14,0,3,0,2,0,2,1,0,1,0,0,0,1
1625,168,168,2011-3,5,20,17,3,13,0,3,0,2,0,2,1,0,1,0,0,0,1
1626,168,168,2012-1,7,22,19,3,14,0,3,0,2,0,2,1,0,1,0,0,0,1
1627,168,168,2012-2,7,22,22,0,15,0,3,0,2,0,2,1,0,1,0,0,0,1
1628,168,168,2013-1,6,19,12,7,13,0,3,0,2,0,2,1,0,1,0,0,0,1
1629,168,168,2013-2,7,22,22,0,15,0,3,0,2,0,2,1,0,1,0,0,0,1
1630,168,168,2013-3,7,22,22,0,15,0,3,0,2,0,2,1,0,1,0,0,0,1
1631,168,168,2014-1,5,16,16,0,16,0,3,0,2,0,2,1,0,1,0,0,0,1
1632,169,169,2010-1,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,2,0
1633,169,169,2010-2,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,2,0
1634,169,169,2010-C,2,6,6,0,18,0,3,0,1,0,2,1,0,1,1,0,2,0
1635,169,169,2011-1,7,22,16,6,14,0,3,0,1,0,2,1,0,1,1,0,2,0
1636,169,169,2011-2,7,22,22,0,15,0,3,0,1,0,2,1,0,1,1,0,2,0
1637,169,169,2011-3,5,20,17,3,13,0,3,0,1,0,2,1,0,1,1,0,2,0
1638,169,169,2012-1,7,22,22,0,15,0,3,0,1,0,2,1,0,1,1,0,2,0
1639,169,169,2012-2,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,2,0
1640,169,169,2013-1,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,2,0
1641,169,169,2013-2,7,22,22,0,15,0,3,0,1,0,2,1,0,1,1,0,2,0
1642,169,169,2013-3,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,2,0
1643,170,170,2010-1,7,22,22,0,17,0,3,0,2,9,1,1,0,0,0,0,0,1
1644,170,170,2010-2,7,22,19,3,14,0,3,0,2,9,1,1,0,0,0,0,0,1
1645,170,170,2010-C,2,6,6,0,16,0,3,0,2,9,1,1,0,0,0,0,0,1
1646,170,170,2011-1,7,22,22,0,15,0,3,0,2,9,1,1,0,0,0,0,0,1
1647,170,170,2011-2,7,22,22,0,15,0,3,0,2,9,1,1,0,0,0,0,0,1
1648,170,170,2011-3,5,21,21,0,15,0,3,0,2,9,1,1,0,0,0,0,0,1
1649,170,170,2012-1,6,18,18,0,14,0,3,0,2,9,1,1,0,0,0,0,0,1
1650,170,170,2012-2,7,22,22,0,15,0,3,0,2,9,1,1,0,0,0,0,0,1
1651,170,170,2013-1,7,22,18,4,14,0,3,0,2,9,1,1,0,0,0,0,0,1
1652,170,170,2013-2,7,22,22,0,15,0,3,0,2,9,1,1,0,0,0,0,0,1
1653,170,170,2013-3,7,23,23,0,14,0,3,0,2,9,1,1,0,0,0,0,0,1
1654,171,171,2010-1,7,22,22,0,17,0,3,0,1,0,2,1,0,1,1,0,1,0
1655,171,171,2010-2,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1656,171,171,2011-1,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1657,171,171,2011-2,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1658,171,171,2011-3,4,17,17,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1659,171,171,2012-1,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1660,171,171,2012-2,7,22,22,0,17,0,3,0,1,0,2,1,0,1,1,0,1,0
1661,171,171,2013-1,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1662,171,171,2013-2,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1663,171,171,2013-3,7,22,22,0,16,0,3,0,1,0,2,1,0,1,1,0,1,0
1664,172,172,2010-1,7,22,22,0,16,0,3,0,2,5,2,1,0,1,1,0,0,1
1665,172,172,2010-2,7,22,22,0,16,0,3,0,2,5,2,1,0,1,1,0,0,1
1666,172,172,2010-C,2,6,6,0,14,0,3,0,2,5,2,1,0,1,1,0,0,1
1667,172,172,2011-1,7,22,22,0,16,0,3,0,2,5,2,1,0,1,1,0,0,1
1668,172,172,2011-2,6,20,16,4,13,0,3,0,2,5,2,1,0,1,1,0,0,1
1669,172,172,2011-3,5,20,20,0,15,0,3,0,2,5,2,1,0,1,1,0,0,1
1670,172,172,2012-1,7,22,22,0,16,0,3,0,2,5,2,1,0,1,1,0,0,1
1671,172,172,2012-2,7,22,22,0,16,0,3,0,2,5,2,1,0,1,1,0,0,1
1672,172,172,2013-1,7,22,22,0,15,0,3,0,2,5,2,1,0,1,1,0,0,1
1673,172,172,2013-2,7,22,22,0,16,0,3,0,2,5,2,1,0,1,1,0,0,1
1674,172,172,2013-3,6,19,19,0,15,0,3,0,2,5,2,1,0,1,1,0,0,1
1675,173,173,2010-1,7,22,19,3,13,0,3,0,2,0,2,1,0,0,1,0,0,1
1676,173,173,2010-2,7,22,22,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1677,173,173,2010-C,3,9,6,3,10,0,3,0,2,0,2,1,0,0,1,0,0,1
1678,173,173,2011-1,7,22,16,6,13,0,3,0,2,0,2,1,0,0,1,0,0,1
1679,173,173,2011-2,7,22,15,7,11,0,3,0,2,0,2,1,0,0,1,0,0,1
1680,173,173,2011-3,6,22,22,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1681,173,173,2012-1,6,21,21,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1682,173,173,2012-2,7,22,18,4,14,0,3,0,2,0,2,1,0,0,1,0,0,1
1683,173,173,2013-1,6,20,20,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1684,173,173,2013-2,7,22,22,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1685,173,173,2013-3,6,19,19,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1686,173,173,2014-1,5,15,9,6,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1687,173,173,2014-2,2,6,6,0,15,0,3,0,2,0,2,1,0,0,1,0,0,1
1688,174,174,2010-1,7,22,12,10,8,0,3,0,2,1,0,1,0,1,0,0,2,0
1689,175,175,2010-1,7,22,22,0,16,0,3,0,1,0,2,2,0,0,0,0,1,0
1690,175,175,2010-2,7,22,22,0,16,0,3,0,1,0,2,2,0,0,0,0,1,0
1691,175,175,2010-C,3,9,9,0,15,0,3,0,1,0,2,2,0,0,0,0,1,0
1692,175,175,2011-1,7,22,16,6,12,0,3,0,1,0,2,2,0,0,0,0,1,0
1693,175,175,2011-2,7,22,13,9,10,0,3,0,1,0,2,2,0,0,0,0,1,0
1694,175,175,2011-3,6,22,8,14,6,0,3,0,1,0,2,2,0,0,0,0,1,0
1695,175,175,2012-1,6,19,3,16,6,0,3,0,1,0,2,2,0,0,0,0,1,0
1696,175,175,2012-2,7,21,15,6,14,0,3,0,1,0,2,2,0,0,0,0,1,0
1697,175,175,2013-1,6,20,14,6,12,0,3,0,1,0,2,2,0,0,0,0,1,0
1698,175,175,2013-2,6,20,4,16,7,0,3,0,1,0,2,2,0,0,0,0,1,0
1699,175,175,2013-3,7,22,3,19,7,0,3,0,1,0,2,2,0,0,0,0,1,0
1700,175,175,2014-1,5,16,6,10,8,0,3,0,1,0,2,2,0,0,0,0,1,0
1701,175,175,2014-2,6,19,9,10,8,0,3,0,1,0,2,2,0,0,0,0,1,0
1702,175,175,2015-1,6,19,9,10,8,0,3,0,1,0,2,2,0,0,0,0,1,0
1703,175,175,2015-2,7,22,16,6,12,0,3,0,1,0,2,2,0,0,0,0,1,0
1704,176,176,2010-1,7,22,22,0,18,0,3,0,2,0,2,3,0,2,1,0,0,1
1705,176,176,2010-2,7,22,22,0,15,0,3,0,2,0,2,3,0,2,1,0,0,1
1706,176,176,2010-C,2,6,3,3,13,0,3,0,2,0,2,3,0,2,1,0,0,1
1707,176,176,2011-1,7,22,22,0,14,0,3,0,2,0,2,3,0,2,1,0,0,1
1708,176,176,2011-2,7,22,16,6,13,0,3,0,2,0,2,3,0,2,1,0,0,1
1709,176,176,2011-3,4,15,12,3,14,0,3,0,2,0,2,3,0,2,1,0,0,1
1710,176,176,2012-1,5,17,17,0,15,0,3,0,2,0,2,3,0,2,1,0,0,1
1711,176,176,2012-2,6,20,13,7,14,0,3,0,2,0,2,3,0,2,1,0,0,1
1712,176,176,2013-1,6,19,16,3,14,0,3,0,2,0,2,3,0,2,1,0,0,1
1713,176,176,2013-2,7,22,6,16,11,0,3,0,2,0,2,3,0,2,1,0,0,1
1714,176,176,2013-3,6,20,10,10,11,0,3,0,2,0,2,3,0,2,1,0,0,1
1715,176,176,2014-1,5,15,3,12,11,0,3,0,2,0,2,3,0,2,1,0,0,1
1716,176,176,2014-2,6,20,14,6,13,0,3,0,2,0,2,3,0,2,1,0,0,1
1717,176,176,2015-1,7,21,12,9,13,0,3,0,2,0,2,3,0,2,1,0,0,1
1718,176,176,2015-2,5,15,3,12,10,0,3,0,2,0,2,3,0,2,1,0,0,1
1719,177,177,2011-1,6,21,17,4,13,0,0,0,2,9,1,3,1,1,0,0,0,0
1720,177,177,2011-2,6,21,10,11,11,0,0,0,2,9,1,3,1,1,0,0,0,0
1721,177,177,2011-3,4,14,7,7,11,0,0,0,2,9,1,3,1,1,0,0,0,0
1722,177,177,2012-1,6,22,7,15,7,0,0,0,2,9,1,3,1,1,0,0,0,0
1723,177,177,2012-2,4,15,3,12,4,0,0,0,2,9,1,3,1,1,0,0,0,0
1724,177,177,2014-2,5,14,10,4,15,0,0,0,2,9,1,3,1,1,0,0,0,0
1725,177,177,2015-1,3,12,12,0,14,0,0,0,2,9,1,3,1,1,0,0,0,0
1726,177,177,2015-2,2,8,0,8,1,0,0,0,2,9,1,3,1,1,0,0,0,0
1727,178,178,2010-1,6,21,18,3,14,0,0,0,2,9,2,3,1,0,0,0,0,0
1728,178,178,2010-C,2,8,0,8,0,0,0,0,2,9,2,3,1,0,0,0,0,0
1729,178,178,2011-1,6,21,18,3,14,0,0,0,2,9,2,3,1,0,0,0,0,0
1730,178,178,2011-2,6,22,12,10,9,0,0,0,2,9,2,3,1,0,0,0,0,0
1731,178,178,2011-3,6,22,19,3,16,0,0,0,2,9,2,3,1,0,0,0,0,0
1732,178,178,2012-1,6,21,18,3,16,0,0,0,2,9,2,3,1,0,0,0,0,0
1733,178,178,2012-2,5,18,7,11,10,0,0,0,2,9,2,3,1,0,0,0,0,0
1734,178,178,2013-1,4,14,6,8,11,0,0,0,2,9,2,3,1,0,0,0,0,0
1735,178,178,2014-1,4,15,0,15,3,0,0,0,2,9,2,3,1,0,0,0,0,0
1736,179,179,2010-1,3,10,10,0,18,0,0,0,2,0,2,1,1,1,0,0,0,0
1737,179,179,2010-2,3,11,11,0,16,0,0,0,2,0,2,1,1,1,0,0,0,0
1738,179,179,2011-1,3,9,9,0,14,0,0,0,2,0,2,1,1,1,0,0,0,0
1739,179,179,2011-2,3,12,4,8,11,0,0,0,2,0,2,1,1,1,0,0,0,0
1740,179,179,2012-2,2,8,8,0,17,0,0,0,2,0,2,1,1,1,0,0,0,0
1741,179,179,2013-1,1,4,4,0,16,0,0,0,2,0,2,1,1,1,0,0,0,0
1742,179,179,2013-2,3,10,10,0,16,0,0,0,2,0,2,1,1,1,0,0,0,0
1743,179,179,2014-1,4,14,14,0,16,0,0,0,2,0,2,1,1,1,0,0,0,0
1744,179,179,2014-2,6,22,22,0,15,0,0,0,2,0,2,1,1,1,0,0,0,0
1745,179,179,2015-1,6,22,22,0,16,0,0,0,2,0,2,1,1,1,0,0,0,0
1746,179,179,2015-2,4,13,13,0,16,0,0,0,2,0,2,1,1,1,0,0,0,0
1747,180,180,2010-1,7,22,22,0,16,0,3,0,1,5,2,1,1,1,0,0,2,1
1748,180,180,2010-2,7,22,22,0,15,0,3,0,1,5,2,1,1,1,0,0,2,1
1749,180,180,2010-C,3,9,9,0,17,0,3,0,1,5,2,1,1,1,0,0,2,1
1750,180,180,2011-1,7,22,19,3,14,0,3,0,1,5,2,1,1,1,0,0,2,1
1751,180,180,2011-2,6,20,20,0,16,0,3,0,1,5,2,1,1,1,0,0,2,1
1752,180,180,2011-3,5,19,9,10,8,0,3,0,1,5,2,1,1,1,0,0,2,1
1753,180,180,2012-1,4,12,9,3,13,0,3,0,1,5,2,1,1,1,0,0,2,1
1754,180,180,2012-2,6,20,20,0,16,0,3,0,1,5,2,1,1,1,0,0,2,1
1755,180,180,2013-1,7,22,22,0,15,0,3,0,1,5,2,1,1,1,0,0,2,1
1756,180,180,2013-2,4,13,10,3,14,0,3,0,1,5,2,1,1,1,0,0,2,1
1757,180,180,2014-1,6,19,19,0,16,0,3,0,1,5,2,1,1,1,0,0,2,1
1758,180,180,2014-2,6,19,19,0,17,0,3,0,1,5,2,1,1,1,0,0,2,1
1759,180,180,2015-1,2,6,6,0,17,0,3,0,1,5,2,1,1,1,0,0,2,1
1760,181,181,2010-1,7,22,0,22,0,0,0,0,2,5,2,2,1,0,1,0,0,1
1761,181,181,2010-2,5,18,10,8,9,0,0,0,2,5,2,2,1,0,1,0,0,1
1762,181,181,2010-C,2,7,7,0,15,0,0,0,2,5,2,2,1,0,1,0,0,1
1763,181,181,2011-1,6,20,3,17,5,0,0,0,2,5,2,2,1,0,1,0,0,1
1764,181,181,2011-2,5,20,0,20,0,0,0,0,2,5,2,2,1,0,1,0,0,1
1765,181,181,2011-3,5,17,11,6,14,0,0,0,2,5,2,2,1,0,1,0,0,1
1766,181,181,2012-1,6,20,0,20,0,0,0,0,2,5,2,2,1,0,1,0,0,1
1767,181,181,2012-2,5,18,0,18,5,0,0,0,2,5,2,2,1,0,1,0,0,1
1768,181,181,2013-1,6,22,6,16,4,0,0,0,2,5,2,2,1,0,1,0,0,1
1769,181,181,2013-2,5,20,20,0,15,0,0,0,2,5,2,2,1,0,1,0,0,1
1770,181,181,2013-3,7,22,15,7,10,0,0,0,2,5,2,2,1,0,1,0,0,1
1771,182,182,2010-1,4,9,9,0,17,0,2,0,2,6,2,1,1,1,1,0,0,0
1772,182,182,2010-2,4,14,11,3,12,0,2,0,2,6,2,1,1,1,1,0,0,0
1773,182,182,2010-C,3,10,10,0,15,0,2,0,2,6,2,1,1,1,1,0,0,0
1774,182,182,2011-1,6,22,22,0,15,0,2,0,2,6,2,1,1,1,1,0,0,0
1775,182,182,2011-2,6,22,22,0,16,0,2,0,2,6,2,1,1,1,1,0,0,0
1776,182,182,2011-3,6,22,14,8,14,0,2,0,2,6,2,1,1,1,1,0,0,0
1777,182,182,2012-1,5,19,16,3,15,0,2,0,2,6,2,1,1,1,1,0,0,0
1778,182,182,2012-2,5,15,15,0,16,0,2,0,2,6,2,1,1,1,1,0,0,0
1779,182,182,2013-1,2,7,7,0,17,0,2,0,2,6,2,1,1,1,1,0,0,0
1780,183,183,2010-1,6,21,6,15,9,1,0,0,0,4,2,1,0,2,1,0,2,1
1781,183,183,2010-2,6,21,21,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1782,183,183,2011-1,6,21,21,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1783,183,183,2011-2,6,22,22,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1784,183,183,2011-3,6,22,22,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1785,183,183,2012-1,6,22,22,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1786,183,183,2012-2,5,18,18,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1787,183,183,2013-1,6,22,22,0,14,1,0,0,0,4,2,1,0,2,1,0,2,1
1788,183,183,2013-2,6,22,22,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1789,183,183,2013-3,6,22,22,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1790,183,183,2014-1,6,18,18,0,16,1,0,0,0,4,2,1,0,2,1,0,2,1
1791,184,184,2010-1,6,21,21,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1792,184,184,2010-2,6,21,21,0,17,1,0,0,0,4,2,1,0,2,1,0,2,1
1793,184,184,2011-1,6,22,22,0,16,1,0,0,0,4,2,1,0,2,1,0,2,1
1794,184,184,2011-2,6,22,22,0,17,1,0,0,0,4,2,1,0,2,1,0,2,1
1795,184,184,2011-3,6,22,22,0,16,1,0,0,0,4,2,1,0,2,1,0,2,1
1796,184,184,2012-1,6,21,21,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1797,184,184,2012-2,6,22,22,0,14,1,0,0,0,4,2,1,0,2,1,0,2,1
1798,184,184,2013-1,6,22,22,0,16,1,0,0,0,4,2,1,0,2,1,0,2,1
1799,184,184,2013-2,6,22,22,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1800,184,184,2013-3,7,21,8,13,9,1,0,0,0,4,2,1,0,2,1,0,2,1
1801,184,184,2014-2,4,13,13,0,15,1,0,0,0,4,2,1,0,2,1,0,2,1
1802,185,185,2010-1,6,21,0,21,0,1,0,0,2,4,2,3,0,2,1,0,0,0
1803,185,185,2013-3,7,19,18,1,15,1,0,0,2,4,2,3,0,2,1,0,0,0
1804,185,185,2014-1,6,18,18,0,17,1,0,0,2,4,2,3,0,2,1,0,0,0
1805,185,185,2014-2,5,18,18,0,15,1,0,0,2,4,2,3,0,2,1,0,0,0
1806,185,185,2015-1,5,19,19,0,17,1,0,0,2,4,2,3,0,2,1,0,0,0
1807,185,185,2015-2,5,19,19,0,16,1,0,0,2,4,2,3,0,2,1,0,0,0
1808,186,186,2010-1,6,21,21,0,14,1,0,0,0,4,2,2,0,2,1,0,2,0
1809,186,186,2010-2,6,22,8,14,10,1,0,0,0,4,2,2,0,2,1,0,2,0
1810,186,186,2010-C,3,11,7,4,13,1,0,0,0,4,2,2,0,2,1,0,2,0
1811,186,186,2011-1,6,22,7,15,10,1,0,0,0,4,2,2,0,2,1,0,2,0
1812,186,186,2011-3,5,17,3,14,9,1,0,0,0,4,2,2,0,2,1,0,2,0
1813,186,186,2012-1,6,22,11,11,11,1,0,0,0,4,2,2,0,2,1,0,2,0
1814,186,186,2015-1,6,19,0,19,4,1,0,0,0,4,2,2,0,2,1,0,2,0
1815,187,187,2010-1,6,21,18,3,15,1,0,0,1,4,2,1,0,2,1,0,1,0
1816,187,187,2010-2,6,21,21,0,15,1,0,0,1,4,2,1,0,2,1,0,1,0
1817,187,187,2011-1,6,22,22,0,14,1,0,0,1,4,2,1,0,2,1,0,1,0
1818,187,187,2011-2,6,22,22,0,15,1,0,0,1,4,2,1,0,2,1,0,1,0
1819,187,187,2011-3,6,22,18,4,14,1,0,0,1,4,2,1,0,2,1,0,1,0
1820,187,187,2012-1,6,22,22,0,14,1,0,0,1,4,2,1,0,2,1,0,1,0
1821,187,187,2012-2,6,21,17,4,15,1,0,0,1,4,2,1,0,2,1,0,1,0
1822,187,187,2013-1,6,21,17,4,14,1,0,0,1,4,2,1,0,2,1,0,1,0
1823,187,187,2013-3,3,12,12,0,14,1,0,0,1,4,2,1,0,2,1,0,1,0
1824,187,187,2014-1,4,15,11,4,14,1,0,0,1,4,2,1,0,2,1,0,1,0
1825,187,187,2014-2,5,17,17,0,15,1,0,0,1,4,2,1,0,2,1,0,1,0
1826,187,187,2015-1,5,16,16,0,15,1,0,0,1,4,2,1,0,2,1,0,1,0
1827,188,188,2010-1,6,21,14,7,11,1,0,0,1,1,0,2,0,2,0,0,2,0
1828,188,188,2010-2,6,21,17,4,14,1,0,0,1,1,0,2,0,2,0,0,2,0
1829,188,188,2011-1,6,22,0,22,2,1,0,0,1,1,0,2,0,2,0,0,2,0
1830,189,189,2010-1,6,21,21,0,16,0,0,0,1,9,2,1,0,2,1,0,2,0
1831,189,189,2010-2,6,21,17,4,14,0,0,0,1,9,2,1,0,2,1,0,2,0
1832,189,189,2010-C,3,11,11,0,16,0,0,0,1,9,2,1,0,2,1,0,2,0
1833,189,189,2011-1,6,21,17,4,12,0,0,0,1,9,2,1,0,2,1,0,2,0
1834,189,189,2011-2,6,22,22,0,15,0,0,0,1,9,2,1,0,2,1,0,2,0
1835,189,189,2011-3,6,21,7,14,9,0,0,0,1,9,2,1,0,2,1,0,2,0
1836,189,189,2012-1,6,21,21,0,15,0,0,0,1,9,2,1,0,2,1,0,2,0
1837,189,189,2012-2,6,20,20,0,15,0,0,0,1,9,2,1,0,2,1,0,2,0
1838,189,189,2013-1,4,15,15,0,15,0,0,0,1,9,2,1,0,2,1,0,2,0
1839,189,189,2013-2,6,22,22,0,15,0,0,0,1,9,2,1,0,2,1,0,2,0
1840,189,189,2013-3,4,16,16,0,16,0,0,0,1,9,2,1,0,2,1,0,2,0
1841,189,189,2014-1,4,14,10,4,15,0,0,0,1,9,2,1,0,2,1,0,2,0
1842,189,189,2014-2,5,17,13,4,14,0,0,0,1,9,2,1,0,2,1,0,2,0
1843,189,189,2015-2,1,4,4,0,14,0,0,0,1,9,2,1,0,2,1,0,2,0
1844,190,190,2010-1,6,21,15,6,14,1,0,0,2,1,0,2,0,2,1,0,0,0
1845,190,190,2010-2,6,21,3,18,4,1,0,0,2,1,0,2,0,2,1,0,0,0
1846,191,191,2010-1,6,21,18,3,14,1,0,0,2,3,2,1,0,2,1,0,0,1
1847,191,191,2010-2,6,21,17,4,13,1,0,0,2,3,2,1,0,2,1,0,0,1
1848,191,191,2010-C,3,11,11,0,14,1,0,0,2,3,2,1,0,2,1,0,0,1
1849,191,191,2011-1,6,21,13,8,11,1,0,0,2,3,2,1,0,2,1,0,0,1
1850,191,191,2011-2,6,20,4,16,10,1,0,0,2,3,2,1,0,2,1,0,0,1
1851,191,191,2011-3,6,21,9,12,12,1,0,0,2,3,2,1,0,2,1,0,0,1
1852,191,191,2012-1,5,20,12,8,12,1,0,0,2,3,2,1,0,2,1,0,0,1
1853,191,191,2012-2,5,20,16,4,14,1,0,0,2,3,2,1,0,2,1,0,0,1
1854,191,191,2013-1,6,19,13,6,12,1,0,0,2,3,2,1,0,2,1,0,0,1
1855,191,191,2013-2,5,18,14,4,14,1,0,0,2,3,2,1,0,2,1,0,0,1
1856,191,191,2013-3,5,18,7,11,10,1,0,0,2,3,2,1,0,2,1,0,0,1
1857,191,191,2014-1,4,15,11,4,12,1,0,0,2,3,2,1,0,2,1,0,0,1
1858,191,191,2014-2,4,15,11,4,13,1,0,0,2,3,2,1,0,2,1,0,0,1
1859,191,191,2015-1,4,15,11,4,14,1,0,0,2,3,2,1,0,2,1,0,0,1
1860,191,191,2015-2,3,11,4,7,12,1,0,0,2,3,2,1,0,2,1,0,0,1
1861,192,192,2010-1,6,21,12,9,13,0,0,0,2,0,2,3,0,2,1,0,0,0
1862,192,192,2010-2,6,21,17,4,14,0,0,0,2,0,2,3,0,2,1,0,0,0
1863,192,192,2011-2,6,21,13,8,12,0,0,0,2,0,2,3,0,2,1,0,0,0
1864,192,192,2011-3,6,22,22,0,16,0,0,0,2,0,2,3,0,2,1,0,0,0
1865,192,192,2012-1,6,22,14,8,12,0,0,0,2,0,2,3,0,2,1,0,0,0
1866,192,192,2013-1,6,22,22,0,16,0,0,0,2,0,2,3,0,2,1,0,0,0
1867,194,194,2010-1,6,21,0,21,2,1,0,0,2,1,0,3,0,2,0,0,0,0
1868,195,195,2010-1,6,21,14,7,13,0,0,0,2,0,2,2,0,2,0,0,1,1
1869,195,195,2010-2,5,18,11,7,13,0,0,0,2,0,2,2,0,2,0,0,1,1
1870,195,195,2011-1,6,22,14,8,11,0,0,0,2,0,2,2,0,2,0,0,1,1
1871,195,195,2012-1,6,22,10,12,9,0,0,0,2,0,2,2,0,2,0,0,1,1
1872,195,195,2013-1,6,22,11,11,12,0,0,0,2,0,2,2,0,2,0,0,1,1
1873,195,195,2013-2,6,21,18,3,12,0,0,0,2,0,2,2,0,2,0,0,1,1
1874,195,195,2014-1,6,22,11,11,8,0,0,0,2,0,2,2,0,2,0,0,1,1
1875,195,195,2014-2,3,12,0,12,9,0,0,0,2,0,2,2,0,2,0,0,1,1
1876,195,195,2015-1,7,20,0,20,1,0,0,0,2,0,2,2,0,2,0,0,1,1
1877,195,195,2015-2,5,15,0,15,0,0,0,0,2,0,2,2,0,2,0,0,1,1
1878,196,196,2010-1,7,22,2,20,2,1,2,0,2,1,0,2,0,2,0,0,0,1
1879,197,197,2010-1,7,22,0,22,0,1,2,0,2,1,0,2,0,2,1,0,0,1
1880,198,198,2010-1,6,21,17,4,14,0,0,0,1,9,2,1,1,1,0,0,0,1
1881,198,198,2010-2,6,22,22,0,15,0,0,0,1,9,2,1,1,1,0,0,0,1
1882,198,198,2010-C,3,11,11,0,17,0,0,0,1,9,2,1,1,1,0,0,0,1
