IdAlumno,IdSocial,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECONOCIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
212,212,0,1,0,0,6,2,1,1,2,0,0,2,1,0,2,1,1,1,4,4,2,0,2,1,1,3,2
213,213,0,1,0,0,6,2,1,0,2,0,0,2,1,0,2,0,1,1,1,4,0,2,2,1,1,3,2
214,214,0,2,0,0,6,2,2,0,2,1,0,2,0,1,2,1,1,3,2,4,2,0,1,2,1,3,2
215,215,0,3,0,1,9,2,2,0,2,1,0,2,1,1,2,1,1,1,3,3,2,1,2,1,1,3,2
216,216,0,0,0,1,5,2,1,0,1,1,0,2,0,0,2,1,1,1,3,2,2,1,1,2,1,3,2
217,217,0,0,0,2,5,2,1,0,0,1,0,0,0,0,2,1,1,1,2,2,2,0,2,1,1,3,1
218,218,0,0,0,2,6,2,4,0,1,0,0,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,2
219,219,0,1,0,0,6,2,1,0,0,0,0,2,0,0,2,1,1,3,4,4,2,0,2,0,1,3,2
220,220,0,3,0,1,6,2,1,0,1,1,0,1,0,0,2,1,1,1,4,5,2,0,2,1,1,3,2
221,221,0,0,0,0,1,0,2,0,2,1,0,2,1,1,2,1,1,1,3,3,2,0,2,0,1,3,2
222,222,0,0,0,0,9,2,2,0,2,0,0,2,1,0,2,1,1,1,0,0,2,0,1,2,1,0,2
223,223,0,0,0,0,5,2,3,0,2,0,0,2,1,0,2,0,1,1,1,0,0,2,2,0,1,0,2
224,224,0,1,0,0,7,2,1,0,2,0,0,2,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
225,225,0,1,0,0,9,2,1,1,2,1,0,2,0,0,2,1,1,1,3,3,2,1,2,1,1,0,2
226,226,0,1,0,0,1,0,2,1,2,1,0,2,0,0,2,1,1,1,5,4,2,0,2,0,1,3,2
227,227,0,2,0,0,9,2,1,1,2,0,0,2,1,0,2,1,1,1,4,0,2,1,2,0,1,3,2
228,228,0,2,0,1,9,2,1,0,2,0,0,2,1,0,2,1,1,1,4,5,2,0,1,2,1,3,2
229,229,0,2,0,0,1,0,2,0,2,0,0,2,1,0,2,1,1,1,2,2,2,1,2,1,1,0,2
230,230,0,2,0,0,9,2,1,0,2,0,0,2,1,0,2,1,1,3,4,4,2,0,2,1,1,3,2
231,231,0,2,0,0,9,2,1,0,2,0,0,2,1,0,2,1,1,1,4,4,2,1,2,1,1,3,2
232,232,0,2,0,1,1,0,2,0,2,0,0,2,1,0,2,1,1,1,0,0,2,0,2,1,1,3,2
233,233,0,3,0,1,1,0,1,0,2,0,0,2,0,0,2,1,1,1,4,4,2,1,2,0,1,3,2
234,234,0,3,0,0,7,2,1,0,2,0,0,2,1,0,2,1,1,1,2,0,2,1,2,2,1,3,2
235,235,0,3,0,0,9,2,1,0,2,0,0,2,0,0,2,1,1,1,5,3,2,1,2,1,1,3,2
236,236,0,3,0,1,1,0,4,0,2,0,0,2,1,0,2,1,1,1,5,5,2,0,2,0,1,3,2
237,237,0,0,0,2,5,2,1,0,1,0,0,0,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
238,238,0,0,0,1,7,2,2,0,1,0,0,1,0,0,2,1,1,1,5,5,2,0,2,1,1,3,2
239,239,0,0,0,2,1,0,2,0,1,1,0,1,0,0,2,1,1,3,3,2,2,1,2,1,1,0,2
240,240,0,0,0,1,9,2,2,0,0,1,0,1,1,0,2,1,1,1,0,3,2,1,2,1,1,3,2
241,241,0,0,0,2,7,2,1,0,0,1,0,0,0,0,2,1,1,1,0,3,2,0,2,1,1,3,2
242,242,0,0,0,2,7,2,1,0,1,1,0,0,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
243,243,0,0,0,2,1,0,2,0,1,1,0,0,0,0,2,1,1,0,4,4,2,1,2,0,1,3,1
244,244,0,0,0,2,9,2,1,0,1,1,0,0,0,0,2,1,1,1,0,3,2,0,2,1,1,3,2
245,245,0,0,0,2,0,2,1,0,1,1,0,0,0,0,2,1,1,1,4,4,2,0,2,1,1,3,1
246,246,0,0,0,1,7,2,1,0,1,0,0,1,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
247,247,0,0,0,0,9,2,0,0,1,1,0,2,0,0,2,1,1,1,4,4,2,0,2,1,1,3,2
248,248,0,0,0,2,9,2,2,0,1,1,0,0,0,0,2,1,1,1,3,2,2,1,2,1,1,0,1
249,249,0,0,0,1,9,2,1,0,1,1,0,1,0,0,2,1,1,1,3,2,2,1,2,1,1,0,2
250,250,0,1,0,2,7,2,2,0,0,1,0,0,1,0,2,1,1,0,3,3,2,1,2,1,1,3,2
251,251,0,1,0,2,7,2,1,0,0,1,0,0,1,0,2,1,1,1,4,3,2,1,2,1,1,3,1
252,252,0,1,0,1,6,2,1,0,0,0,0,1,0,0,2,1,0,1,4,1,2,0,0,2,1,3,2
253,253,0,1,0,2,9,2,1,1,1,0,0,0,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
254,254,0,1,0,2,7,2,1,0,0,1,0,0,1,0,2,1,1,1,2,2,2,1,2,1,1,3,0
255,255,0,1,0,2,5,2,1,0,0,1,0,0,1,0,2,1,1,1,4,2,2,0,2,0,1,3,2
256,256,0,1,0,2,9,2,1,0,0,1,0,0,0,1,1,1,1,3,4,3,2,1,1,2,1,3,2
257,257,0,1,0,1,9,2,1,1,1,1,0,1,1,0,2,1,1,1,3,0,2,1,2,1,1,3,2
258,258,0,1,0,0,0,2,1,0,0,0,0,2,1,0,2,1,1,1,4,0,2,0,2,1,1,3,2
259,259,0,1,0,1,0,2,3,0,0,1,0,1,1,0,2,1,1,1,3,3,2,1,2,1,1,0,2
260,260,0,1,0,0,7,2,1,0,0,0,0,2,1,0,2,1,0,1,5,1,1,2,0,2,1,3,2
261,261,0,2,0,0,1,0,2,0,0,0,0,2,0,0,2,0,0,4,1,1,0,2,0,2,1,0,1
262,262,0,2,0,0,9,2,1,0,1,0,0,2,1,1,1,1,1,1,5,3,2,1,2,1,1,3,2
263,263,0,2,0,1,9,2,1,0,1,0,0,1,1,0,2,1,1,1,3,3,2,0,2,1,1,3,2
264,264,0,3,0,0,0,2,1,0,1,0,0,2,1,0,2,1,1,1,3,3,2,1,2,1,1,0,2
265,265,0,3,0,1,5,2,1,1,1,0,0,1,1,0,2,1,1,1,5,5,2,0,2,1,1,3,2
266,266,0,3,0,2,1,0,2,0,1,1,0,0,1,0,2,0,1,1,1,4,0,2,2,0,1,3,2
267,267,0,3,0,1,7,2,2,0,1,0,0,2,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
268,268,0,3,0,1,7,2,1,0,1,0,0,1,1,1,2,1,1,1,4,4,2,0,2,0,1,3,2
269,269,0,3,0,2,7,2,1,0,1,1,0,0,1,0,2,1,1,1,5,0,2,0,2,0,1,3,2
270,270,0,3,0,1,0,2,1,0,1,1,0,1,0,1,2,1,1,1,3,3,2,1,2,1,1,3,2
271,271,0,3,0,0,9,2,2,0,1,0,0,2,1,0,2,1,1,1,2,5,2,0,2,0,1,3,2
272,272,0,1,0,1,0,2,2,1,2,0,0,1,1,0,2,1,1,1,0,0,2,1,2,1,1,3,2
273,273,0,1,0,2,1,0,2,1,1,1,0,0,1,1,0,1,1,1,3,3,1,2,1,2,1,3,1
274,274,0,3,0,2,1,0,2,1,1,1,0,0,1,0,2,1,1,1,3,3,1,2,1,2,1,3,1
275,275,1,0,0,0,7,2,1,0,1,1,0,1,0,1,0,1,1,1,3,0,2,0,2,0,1,2,2
276,276,1,0,0,1,7,2,3,0,1,1,0,1,0,0,2,1,1,1,4,4,2,1,2,1,1,3,2
277,277,1,0,0,2,1,0,2,0,1,0,0,0,0,0,2,1,1,1,0,3,2,1,2,1,1,3,2
278,278,1,2,0,0,7,2,1,0,2,0,0,2,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
279,279,0,1,0,0,1,0,1,0,0,0,1,2,0,0,2,1,1,1,0,0,2,1,2,1,1,3,2
280,280,0,2,0,0,1,0,4,0,1,0,1,2,1,0,2,1,1,1,3,3,2,1,1,2,1,3,2
281,281,0,2,0,1,9,2,1,0,2,0,0,2,1,0,2,0,1,1,1,4,0,2,2,1,1,3,2
282,282,0,0,0,1,9,2,1,0,0,1,0,1,1,1,0,1,1,2,0,3,1,2,1,2,1,3,2
283,283,0,2,0,0,5,2,1,0,2,1,0,2,1,1,1,0,1,1,1,5,0,2,2,1,1,3,0
284,284,0,3,0,1,1,0,3,0,1,1,0,0,0,0,2,1,1,2,4,4,2,0,2,0,1,3,2
285,285,0,3,0,1,1,0,1,1,1,1,0,0,1,0,2,1,1,0,3,3,1,2,1,2,1,3,1
286,286,0,1,0,1,1,0,2,0,0,1,0,0,1,0,2,1,1,1,2,2,2,1,2,0,1,3,2
287,287,0,3,0,1,1,0,2,0,2,0,0,0,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
288,288,0,0,0,1,5,2,1,1,1,0,0,1,0,0,2,1,1,1,4,4,2,1,2,1,1,0,2
289,289,0,1,0,2,7,2,0,1,1,0,0,0,1,0,2,1,1,1,0,3,2,0,2,1,1,3,2
290,290,0,0,0,0,1,0,1,0,2,0,0,2,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
291,291,0,0,0,0,9,2,2,1,2,1,0,2,0,0,2,1,1,1,5,5,2,0,2,0,1,3,2
292,292,0,0,0,0,6,2,3,0,2,1,0,2,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
293,293,0,0,0,0,0,2,1,0,2,0,0,2,1,0,2,1,1,1,5,0,2,0,2,0,1,3,2
294,294,0,0,0,0,9,2,1,0,2,0,0,2,1,0,2,1,1,1,0,0,2,0,1,2,1,3,2
295,295,0,0,0,0,9,2,1,0,2,0,0,2,1,0,2,0,1,3,1,4,0,2,2,0,1,3,2
296,296,0,0,0,0,1,0,3,0,2,0,0,2,0,1,2,1,1,1,5,0,2,0,2,0,1,3,2
297,297,0,0,0,0,9,2,1,0,2,1,0,2,0,0,1,1,1,1,0,0,2,0,2,0,1,3,2
298,298,0,0,0,0,9,2,2,0,2,1,0,2,0,0,2,1,1,3,4,4,2,1,2,1,1,3,2
299,299,0,1,0,0,1,0,1,0,2,0,0,2,0,0,0,1,1,3,5,4,1,2,2,1,1,3,2
300,300,0,1,0,0,9,2,1,0,2,0,0,2,1,0,2,1,1,1,5,4,2,0,2,0,1,3,2
301,301,0,1,0,0,9,2,1,0,2,0,0,2,0,1,0,1,1,1,0,0,1,2,2,0,1,2,2
302,302,0,1,0,0,9,2,1,0,2,0,0,2,1,0,2,1,1,1,4,0,2,0,2,0,1,3,2
303,303,0,1,0,0,1,0,1,1,2,0,0,2,1,1,1,1,1,1,0,4,2,0,2,0,1,3,2
304,304,0,1,0,0,1,0,1,0,2,0,0,2,1,0,2,1,1,1,5,4,2,0,2,0,1,3,2
305,305,0,1,0,0,5,2,1,0,2,0,0,2,1,0,2,1,1,1,0,0,2,0,2,0,1,3,2
306,306,0,1,0,1,9,2,1,0,2,1,0,2,1,0,2,1,1,1,5,0,2,0,2,0,1,3,2
307,307,0,1,0,0,9,2,1,0,2,1,0,2,0,1,2,1,1,1,2,4,2,1,2,1,1,3,2
308,308,0,1,0,0,1,0,1,0,2,0,0,2,1,0,2,1,1,1,0,0,2,1,2,1,1,3,2
309,309,0,1,0,0,9,2,1,0,2,0,0,2,0,1,0,1,1,3,4,4,2,1,2,1,1,0,2
310,310,0,1,0,0,9,2,1,0,2,0,0,2,1,0,2,1,1,1,3,3,2,1,2,1,1,3,2
311,311,0,1,0,0,9,2,1,0,2,0,0,2,1,1,2,1,1,1,4,5,2,1,2,1,1,0,2
312,312,0,1,0,1,9,2,1,0,2,0,0,2,1,0,0,1,1,3,4,5,1,2,2,0,1,3,2
313,313,0,1,0,0,1,0,1,0,2,1,0,2,1,1,2,1,0,1,4,1,2,1,0,2,1,3,2
314,314,0,1,0,0,5,2,1,0,2,0,0,2,1,0,2,1,1,1,4,4,2,2,2,2,1,3,2
315,315,0,2,0,0,1,0,2,0,2,1,0,2,0,1,2,1,1,1,4,0,2,0,1,2,1,1,2
316,316,0,2,0,0,6,2,1,0,2,0,0,2,0,0,1,1,1,1,5,4,2,0,1,2,1,3,2
317,317,0,2,0,0,1,0,1,0,2,0,0,2,1,0,2,1,1,1,5,4,2,0,2,0,1,3,2
318,318,0,3,0,0,1,2,1,0,2,0,0,2,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
319,319,0,3,0,0,9,2,2,0,2,0,0,2,1,0,2,0,1,0,1,3,0,2,2,2,1,1,2
320,320,0,3,0,1,9,2,4,0,2,1,0,2,0,1,1,1,1,1,5,4,2,0,2,0,1,3,2
321,321,0,3,0,0,9,2,1,0,2,0,0,2,0,0,2,1,1,3,3,4,2,1,2,0,1,0,2
322,322,0,3,0,1,9,2,1,0,2,0,0,2,0,0,2,1,1,1,4,0,2,0,2,0,1,3,2
323,323,0,3,0,0,6,2,1,0,2,1,0,2,0,0,2,1,1,1,3,3,2,2,2,2,1,1,2
324,324,0,3,0,0,7,2,1,0,2,1,0,2,1,0,2,1,1,1,4,4,2,0,2,0,1,0,2
325,325,0,3,0,0,9,2,1,1,2,1,0,2,0,0,2,1,1,1,4,4,2,0,2,1,1,3,2
326,326,0,3,0,0,9,2,2,0,2,0,0,2,0,0,2,1,1,1,0,0,2,1,2,0,0,1,2
327,327,0,3,0,1,9,2,0,0,2,0,0,2,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
328,328,0,3,0,0,9,2,1,0,2,0,0,2,0,0,2,1,1,1,4,5,2,0,1,2,1,3,2
329,329,0,0,0,0,9,2,1,0,1,1,0,2,0,0,0,1,1,1,3,5,2,0,2,0,1,3,2
330,330,0,0,0,0,9,2,2,0,1,0,0,2,0,0,2,1,1,1,2,4,2,0,2,0,1,3,2
331,331,0,0,0,1,9,2,1,0,1,1,0,1,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
332,332,0,0,0,0,9,2,1,0,1,0,0,2,1,1,2,1,1,1,0,3,2,1,1,2,1,3,2
333,333,0,0,0,1,9,2,3,0,0,1,0,2,0,1,1,1,1,1,0,0,2,1,2,1,1,2,2
334,334,0,0,0,2,9,2,1,0,1,0,0,0,1,0,2,1,1,1,4,0,2,0,2,1,1,3,2
335,335,0,0,0,1,9,2,1,0,1,1,0,1,0,1,0,1,1,1,2,2,2,1,2,1,1,3,2
336,336,0,0,0,2,9,2,1,1,1,1,0,0,0,0,2,1,0,1,0,1,2,1,0,2,1,0,2
337,337,0,0,0,1,9,2,4,0,1,1,0,1,1,0,2,1,1,1,0,0,2,1,2,1,1,0,2
338,338,0,0,0,1,9,2,1,0,1,0,0,2,0,1,1,1,1,1,5,0,2,0,2,1,1,3,2
339,339,0,0,0,1,9,2,1,0,1,0,0,1,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
340,340,0,1,0,2,9,2,2,0,0,1,0,0,1,0,2,0,1,1,1,0,0,2,2,1,1,3,2
341,341,0,1,0,1,9,2,2,0,0,0,0,1,1,0,2,1,1,1,4,2,2,0,2,0,1,3,2
342,342,0,1,0,2,1,0,1,0,0,0,0,0,1,0,2,1,1,1,4,0,2,1,2,0,1,3,2
343,343,0,1,0,0,9,2,1,0,0,0,0,2,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
344,344,0,1,0,2,9,2,2,1,1,1,0,0,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
345,345,0,1,0,2,1,0,2,0,0,1,0,0,1,0,1,1,1,1,5,0,2,1,2,0,1,3,1
346,346,0,1,0,1,9,2,1,1,1,0,0,1,1,1,2,1,1,1,4,4,2,0,1,2,1,0,2
347,347,0,1,0,2,9,2,1,0,0,0,0,0,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
348,348,0,1,0,0,9,2,2,0,0,0,0,2,1,0,2,1,1,1,2,4,2,1,2,0,1,3,2
349,349,0,1,0,0,9,2,1,0,0,1,0,2,1,0,2,1,1,1,5,0,2,0,2,1,1,3,2
350,350,0,1,0,2,9,2,1,0,0,1,0,0,0,1,0,1,1,1,4,0,2,0,2,1,1,3,2
351,351,0,1,0,1,9,2,4,0,0,1,0,1,1,0,2,1,1,1,0,5,2,1,2,0,1,3,1
352,352,0,1,0,1,9,2,1,0,0,1,0,1,1,1,2,1,1,1,0,0,2,1,2,1,1,3,2
353,353,0,1,0,2,9,2,1,0,0,0,0,0,1,0,2,0,1,1,1,3,0,2,2,1,1,3,2
354,354,0,1,0,0,1,0,1,0,0,0,0,2,1,0,2,1,1,1,4,4,2,1,2,1,1,3,2
355,355,0,2,0,1,1,0,1,0,1,0,0,1,1,0,2,1,1,1,4,4,2,0,2,0,1,0,2
356,356,0,2,0,1,9,2,2,0,1,0,0,1,1,1,0,1,1,1,5,5,2,1,2,1,1,0,2
357,357,0,2,0,1,9,2,3,0,1,0,0,1,0,0,2,1,1,1,2,2,2,0,2,0,1,3,2
358,358,0,2,0,1,9,2,1,0,0,0,0,2,0,0,2,1,1,1,4,4,2,1,2,0,1,3,2
359,359,0,2,0,0,9,2,1,0,1,0,0,2,1,0,2,0,1,1,1,3,0,2,2,1,1,3,2
360,360,0,2,0,1,1,0,1,0,0,0,0,2,1,0,0,1,1,1,4,4,2,0,1,2,1,3,2
361,361,0,3,0,1,0,2,1,0,1,0,0,2,1,1,0,1,1,0,4,2,2,1,1,2,1,0,2
362,362,0,3,0,1,9,2,1,0,1,1,0,1,0,1,2,1,1,1,4,5,2,1,2,0,1,3,2
363,363,0,3,0,0,1,0,1,0,1,0,0,2,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
364,364,0,3,0,0,9,2,2,0,1,0,0,2,1,0,2,1,1,1,2,2,2,0,2,1,1,3,2
365,365,0,3,0,0,9,2,1,0,1,0,0,2,1,1,0,0,1,3,1,0,0,2,2,1,1,3,0
366,366,0,3,0,0,5,2,1,0,1,0,0,2,1,0,2,1,1,0,4,4,2,0,2,0,1,3,2
367,367,0,3,0,1,1,0,2,1,2,1,0,1,1,0,1,1,1,1,0,0,2,1,2,1,1,3,2
368,368,0,3,0,1,9,2,1,0,2,1,0,1,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
369,369,0,3,0,2,9,2,1,0,0,1,1,0,1,1,2,1,1,1,4,4,2,0,2,0,1,3,2
370,370,0,3,0,1,1,0,2,0,1,0,0,1,1,1,0,1,1,1,0,3,2,1,2,1,1,2,2
371,371,0,3,0,2,9,2,1,0,1,1,0,1,0,0,2,0,0,2,1,1,0,2,0,2,1,3,2
372,372,0,3,0,2,9,2,4,0,0,1,0,0,1,0,2,1,1,0,4,5,2,1,2,0,1,3,2
373,373,0,0,0,0,9,2,2,1,0,0,0,2,1,1,1,1,1,1,3,5,1,2,2,0,1,0,2
374,374,0,1,0,0,5,2,1,1,0,0,0,2,1,0,2,1,1,1,4,5,2,1,2,0,1,3,2
375,375,1,0,0,2,4,2,3,0,1,0,0,0,1,0,2,1,1,1,2,4,2,1,2,1,1,3,2
376,376,1,0,0,0,8,2,2,0,2,0,0,2,0,0,2,1,1,3,4,4,2,1,2,0,1,3,2
377,377,1,0,0,1,3,0,2,0,2,1,0,1,1,0,2,0,1,1,1,5,0,2,2,0,1,3,2
378,378,0,2,0,0,7,2,1,0,2,0,0,2,0,0,2,1,1,1,2,4,2,0,2,0,1,3,2
379,379,0,0,0,0,0,2,2,0,2,1,1,2,0,0,2,1,1,1,4,4,2,0,2,1,1,3,2
380,380,0,0,0,1,7,2,1,0,1,1,1,1,0,0,2,1,1,1,3,0,2,1,1,2,1,3,2
381,381,0,0,0,1,6,2,1,0,2,1,1,2,0,0,2,1,1,1,4,3,2,0,2,1,1,3,2
382,382,1,0,0,1,3,1,1,0,2,1,1,2,0,0,2,1,1,1,3,2,2,1,1,2,1,3,2
383,383,0,1,0,2,6,2,1,0,1,1,1,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,2
384,384,0,3,0,1,6,2,1,0,1,0,1,1,0,0,2,1,1,0,3,3,2,0,2,0,1,3,2
385,385,0,3,0,1,1,0,2,0,1,0,1,1,1,0,2,1,1,1,0,4,2,0,2,0,1,3,2
386,386,0,0,0,2,1,0,2,0,1,1,1,0,0,0,1,1,1,1,3,3,2,1,2,1,1,3,1
387,387,1,0,0,0,4,0,2,0,2,0,1,2,0,0,2,1,1,1,5,3,2,1,2,1,1,0,2
388,388,0,3,0,0,0,2,1,0,2,1,1,2,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
389,389,0,0,0,2,9,2,1,1,2,1,1,0,1,0,0,1,1,4,3,4,2,0,2,0,1,0,2
390,390,0,0,0,2,0,2,1,0,1,1,1,0,0,0,2,1,1,1,3,3,2,1,2,1,1,3,1
391,391,0,0,0,1,9,2,1,1,1,1,1,1,0,0,2,1,1,1,3,3,2,2,2,2,0,1,2
392,392,0,3,0,1,1,0,2,0,1,1,1,1,1,0,2,1,1,1,4,0,2,0,2,0,1,3,2
393,393,1,0,0,2,3,0,2,0,2,1,1,0,0,1,0,1,1,1,0,0,2,1,1,2,1,1,1
394,394,0,0,0,1,9,2,1,0,1,1,1,2,0,0,2,1,1,1,1,1,0,2,0,2,1,1,2
395,395,0,0,0,0,7,2,1,0,2,1,1,2,0,0,2,1,1,1,2,0,2,0,2,0,1,3,2
396,396,0,0,0,0,7,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,0,2,0,1,3,2
397,397,1,0,0,1,4,2,1,0,2,0,1,1,0,0,0,1,1,1,0,4,2,0,1,2,1,0,1
398,398,0,2,0,2,6,2,1,0,1,0,0,0,1,0,0,0,1,2,1,3,0,2,2,1,1,3,0
399,399,0,0,0,2,0,2,1,0,1,1,1,0,1,1,0,1,1,0,2,2,2,0,1,2,1,0,1
400,400,0,0,0,2,6,2,1,0,0,1,1,1,1,1,1,1,1,0,2,2,2,1,2,1,1,0,2
401,401,0,1,0,1,9,2,3,0,0,1,1,1,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
402,402,1,0,0,2,8,2,1,0,1,1,1,0,0,0,2,1,1,1,0,2,2,0,1,2,1,0,1
403,403,1,0,0,1,8,0,2,0,0,1,1,0,1,0,2,1,1,1,0,3,2,1,2,1,1,3,2
404,404,0,3,0,1,1,0,2,0,1,1,1,0,1,0,2,1,1,1,0,3,2,0,2,0,1,3,2
405,405,0,0,0,2,9,2,1,0,1,1,1,0,1,1,0,1,0,0,0,1,2,1,0,2,1,2,0
406,406,1,0,0,2,8,2,3,0,0,1,1,0,1,1,0,1,1,4,0,0,2,0,2,0,1,0,1
407,407,1,0,0,2,8,2,1,0,1,1,1,0,1,1,2,1,1,1,3,2,2,1,2,1,1,0,0
408,408,1,0,0,1,8,2,0,0,1,0,1,1,0,0,2,1,1,1,2,2,2,1,2,1,1,0,2
409,409,0,0,0,1,0,2,1,0,0,1,1,0,0,0,2,1,1,3,0,4,1,2,2,0,1,3,2
410,410,0,0,0,2,6,2,1,0,1,1,1,0,1,0,2,1,1,1,4,3,2,0,2,1,1,3,2
411,411,0,0,0,2,1,0,2,0,0,1,1,0,0,0,2,1,1,1,4,5,2,0,1,2,1,0,2
412,412,0,1,0,2,6,2,1,0,0,1,1,0,1,1,0,1,1,4,3,3,2,0,1,2,1,0,1
413,413,0,1,0,2,2,2,2,0,0,1,1,0,1,1,0,1,1,4,0,3,2,1,1,2,1,3,1
414,414,0,1,0,2,9,2,1,0,0,1,1,0,1,1,0,1,1,4,3,2,2,1,2,1,0,1,1
415,415,0,1,0,2,2,2,1,0,0,1,0,0,1,0,2,1,1,1,3,3,2,0,2,1,1,3,2
416,416,0,1,0,1,9,2,1,1,1,0,1,1,1,0,2,1,1,1,3,3,2,1,2,1,1,3,2
417,417,1,0,0,1,8,2,3,0,2,1,1,2,1,0,2,0,1,3,1,3,0,2,2,0,1,3,2
418,418,1,0,0,0,8,1,1,0,2,1,1,2,1,0,2,1,1,1,0,0,2,0,2,1,1,0,2
419,419,1,0,0,0,8,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,0,2,0,1,3,2
420,420,1,0,0,0,8,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,0,1,3,2
421,421,1,0,0,0,8,0,2,0,2,0,1,2,1,0,2,1,1,1,4,0,2,0,2,1,1,3,2
422,422,1,0,0,1,8,1,1,0,2,1,1,2,0,0,2,1,1,1,4,3,2,0,2,0,1,3,2
423,423,0,0,0,0,0,2,1,0,2,1,1,2,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
424,424,1,0,0,1,8,2,1,0,2,0,1,2,1,0,2,1,1,1,5,0,2,1,1,2,1,3,2
425,425,1,0,0,0,8,0,3,0,2,1,1,2,0,0,2,1,1,1,4,3,2,0,2,1,1,3,2
426,426,0,0,0,0,5,2,1,0,2,1,1,2,0,0,2,1,1,1,5,0,2,0,2,0,1,0,2
427,427,1,0,0,0,8,2,4,0,2,1,1,2,1,0,2,1,1,1,4,4,2,1,2,0,1,3,2
428,428,1,0,0,0,8,2,1,0,2,1,1,2,0,0,2,1,1,1,0,0,2,0,2,0,1,0,2
429,429,1,0,0,2,8,2,1,0,1,1,1,0,0,0,2,1,1,1,0,2,2,0,2,1,1,3,2
430,430,1,0,0,1,8,2,1,0,0,1,1,2,0,1,2,1,1,1,4,4,2,1,2,1,1,3,2
431,431,1,0,0,1,8,2,1,0,1,1,1,1,0,0,2,1,1,0,4,0,2,1,2,1,1,3,2
432,432,1,0,0,1,8,2,3,0,1,0,1,1,1,0,2,1,1,1,4,0,2,0,2,0,1,3,2
433,433,1,0,0,2,8,2,1,0,1,1,1,0,1,0,2,1,1,1,5,0,2,0,2,1,1,3,1
434,434,1,0,0,0,8,2,1,0,0,0,1,2,0,0,0,1,1,1,5,4,2,0,2,1,1,3,2
435,435,1,0,0,2,8,0,3,0,1,1,1,0,0,0,2,1,1,1,5,3,2,0,2,1,1,0,2
436,436,1,0,0,2,8,2,1,0,1,1,1,0,0,1,0,1,1,0,5,3,2,1,2,1,1,3,0
437,437,1,0,0,0,8,2,1,0,0,1,1,2,1,0,2,1,1,1,3,3,2,1,2,1,1,0,2
438,438,0,0,0,0,1,2,2,0,1,1,1,1,0,1,2,1,1,1,3,3,2,0,2,0,1,0,2
439,439,1,0,0,1,8,0,2,0,0,0,1,1,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
440,440,0,0,0,0,8,2,1,0,1,1,1,2,0,0,2,1,1,1,0,3,2,0,2,1,1,3,2
441,441,1,0,0,0,8,2,1,0,1,1,1,2,0,0,2,1,1,3,0,0,2,0,2,0,1,3,2
442,442,1,0,0,2,8,2,1,0,1,1,1,0,1,0,2,1,1,1,0,3,2,1,2,1,1,3,2
443,443,1,0,0,2,8,0,2,0,1,1,1,0,0,1,0,1,1,1,2,2,2,1,1,2,1,0,1
444,444,1,0,0,2,8,0,3,0,1,1,1,1,0,0,0,1,1,1,2,2,2,1,1,2,1,3,2
