IdAlumno,IdSocial,NOMBRESEDE,NOMBREESCUELA,UBIGEONACIMIENTO,EDAD,DIRECCION,ESTADOCIVIL,DEUDA,MODALIDADINGRESO,PUNTAJEINGRESO,TIPOCOLEGIO,LUGARCOLEGIO,ANOEGRESOCOLEGIO,SEXO,TIPOVIVIENDADONDEVIVE,REGIMENTENENCIAVIVIENDADONDEVIVE,VIVESUPADRE,VIVESUMADRE,PERSONASCONQUIENESVIVE,NIVELEDUCATIVOPADRE,NIVELEDUCATIVOMADRE,TRABAJASUPADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUPADRE,TRABAJASUMADRE,ESPECIFIQUEOCUPACIONPRINCIPALDESUMADRE,TIENECONOCIMIENTOSENCOMPUTACION,COMPUTADORAQUEUTILIZAFRECUENTEMENTEES,FINANCIAMIENTODESUSESTUDIOSUNIVERSITARIOS
445,445,1,0,0,2,8,1,1,0,0,1,1,0,0,0,1,1,1,1,3,3,2,0,2,1,1,3,2
446,446,0,0,0,1,9,2,1,0,0,1,1,1,0,0,2,1,1,1,3,3,2,1,2,1,1,0,2
447,447,1,0,0,2,8,2,1,0,1,1,1,0,0,0,2,1,1,1,5,5,2,1,2,1,1,2,1
448,448,1,0,0,2,8,2,1,0,1,1,1,0,1,0,2,1,1,1,2,2,2,1,2,1,1,0,2
449,449,1,0,0,1,8,2,3,0,1,1,1,2,1,1,0,1,1,1,0,0,2,0,2,1,1,2,2
450,450,1,0,0,1,8,2,1,0,0,1,1,1,1,0,2,1,1,1,0,3,2,0,2,1,0,1,2
451,451,1,0,0,2,8,0,3,0,1,1,1,0,1,0,2,1,1,1,2,2,2,1,2,1,1,0,2
452,452,0,0,0,2,7,2,2,0,1,1,1,0,1,1,2,1,1,1,4,0,2,1,2,1,1,3,2
453,453,1,0,0,2,8,2,3,0,0,1,1,0,0,0,2,0,0,2,1,1,0,2,0,2,1,3,1
454,454,1,0,0,1,8,2,3,0,1,1,1,1,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
455,455,1,0,0,0,8,2,1,0,0,1,1,1,0,0,2,1,1,1,5,4,2,1,2,0,1,0,2
456,456,1,0,0,2,8,2,1,0,0,1,1,0,1,1,2,1,1,3,0,2,1,2,2,1,1,3,1
457,457,0,0,0,2,0,2,1,0,1,1,1,0,1,0,2,1,1,1,0,0,2,0,2,1,1,3,2
458,458,1,0,0,1,8,2,1,0,0,1,1,1,1,0,2,1,1,1,0,0,2,0,2,1,1,3,2
459,459,0,0,0,2,0,2,1,0,1,1,1,1,1,0,2,1,1,1,0,0,2,0,1,2,0,1,2
460,460,0,0,0,2,5,2,1,0,1,1,1,0,1,1,1,1,1,2,0,3,2,0,1,2,1,0,2
461,461,0,0,0,1,6,2,2,0,0,1,1,1,0,0,2,1,1,1,4,4,2,0,2,0,1,0,2
462,462,0,0,0,0,1,0,2,0,0,0,1,2,0,0,2,1,1,2,5,4,2,1,2,0,1,3,2
463,463,0,1,0,0,9,2,2,0,0,0,1,2,1,0,2,1,1,1,5,4,2,1,2,1,1,0,2
464,464,1,0,0,2,8,2,1,0,1,1,1,0,1,0,2,1,0,1,3,1,2,1,0,2,1,3,1
465,465,1,0,0,2,8,2,1,0,1,1,1,0,1,0,2,1,1,1,2,2,2,1,2,1,1,0,2
466,466,0,1,0,2,9,2,3,0,0,1,1,0,1,1,0,1,1,2,0,3,2,0,2,1,1,0,2
467,467,1,0,0,2,8,2,1,0,1,1,1,0,0,0,2,1,1,1,3,0,2,0,2,0,1,3,2
468,468,0,2,0,0,1,0,1,0,1,1,1,2,1,0,2,1,1,1,4,4,2,0,2,1,1,3,2
469,469,1,0,0,0,8,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,1,1,0,2
470,470,0,2,0,2,1,0,1,0,1,1,1,0,1,0,2,1,1,1,0,3,2,1,2,1,1,0,2
471,471,1,0,0,2,4,2,4,0,1,1,1,0,1,0,0,1,1,1,3,2,2,2,2,2,1,1,1
472,472,0,0,0,1,5,2,1,0,2,1,1,2,0,0,2,1,1,1,0,0,2,0,2,0,1,3,2
473,473,0,0,0,1,1,0,4,0,1,1,1,1,0,0,2,1,0,0,4,1,2,0,0,2,1,3,2
474,474,0,1,0,2,0,2,1,1,0,1,1,0,1,1,0,1,1,2,2,2,1,2,1,2,1,3,1
475,475,0,1,0,2,1,0,1,0,0,1,1,0,1,1,1,1,0,2,3,1,2,1,0,2,1,3,1
476,476,0,1,0,2,7,2,2,0,0,1,1,0,1,0,2,1,0,2,3,1,2,1,0,2,1,3,1
477,477,0,0,0,2,1,0,2,0,1,1,1,0,0,1,2,1,1,1,0,3,2,0,2,1,1,3,2
478,478,0,2,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,2,0,4,2,0,2,0,1,3,2
479,479,1,0,0,1,4,0,2,0,1,1,1,0,1,0,2,1,1,1,4,4,2,0,2,0,1,0,2
480,480,0,1,0,1,1,0,1,0,0,1,1,1,1,0,2,1,1,1,5,3,2,1,1,2,1,0,2
481,481,0,1,0,0,9,2,1,0,2,0,1,2,1,1,0,1,1,0,3,3,2,1,2,1,1,3,2
482,482,0,0,0,2,5,2,1,0,1,1,1,0,0,0,2,1,1,1,0,3,2,1,2,1,1,3,2
483,483,0,0,0,1,5,2,1,0,0,0,1,1,0,0,1,1,1,1,5,5,2,0,1,2,1,3,2
484,484,0,0,0,0,0,2,1,0,1,1,1,2,0,1,0,1,1,1,0,3,2,0,2,1,1,3,2
485,485,0,0,0,2,1,0,2,0,1,1,1,0,1,1,1,1,1,0,2,2,2,0,2,0,1,3,1
486,486,0,0,0,2,0,2,1,0,0,1,1,0,1,0,0,1,1,2,3,3,2,1,2,1,1,3,1
487,487,0,0,0,2,9,2,2,0,1,1,1,0,0,0,2,1,1,1,3,0,2,1,2,0,1,3,1
488,488,0,1,0,2,5,2,1,1,1,1,1,0,1,0,2,1,1,1,3,3,2,0,1,2,1,0,2
489,489,0,1,0,2,6,2,1,0,0,1,1,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,2
490,490,0,2,0,1,9,2,1,0,1,0,1,1,1,0,2,1,1,1,2,4,2,1,2,1,1,3,2
491,491,0,2,0,1,1,0,1,0,1,1,1,1,1,0,2,1,1,1,2,2,2,0,2,0,0,1,2
492,492,0,2,0,0,1,0,1,0,1,1,1,2,1,0,2,1,1,1,4,4,2,0,2,1,1,3,2
493,493,1,0,0,0,4,2,2,0,2,0,1,2,0,0,0,1,1,3,3,3,2,1,2,1,1,3,2
494,494,1,0,0,0,4,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,0,1,0,2
495,495,1,0,0,0,4,2,1,0,2,1,1,2,1,0,0,1,1,1,5,4,2,1,2,0,1,0,2
496,496,1,0,0,0,4,2,3,0,2,1,1,2,0,1,0,1,1,1,3,3,2,0,2,1,1,3,2
497,497,1,0,0,1,4,2,1,0,2,1,1,2,0,0,2,1,1,1,2,2,2,1,2,1,1,0,2
498,498,1,0,0,0,4,2,1,0,2,0,1,2,1,0,2,1,1,1,3,3,2,0,1,2,1,0,2
499,499,1,0,0,0,4,2,3,0,2,0,1,2,0,0,2,1,1,1,4,3,2,0,1,2,1,0,2
500,500,1,0,0,0,4,0,1,0,2,1,1,2,1,0,2,1,1,1,3,4,2,1,2,0,1,0,2
501,501,1,0,0,0,4,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,1,1,0,2
502,502,1,0,0,0,4,2,3,0,2,0,1,2,0,1,0,1,1,3,0,4,2,0,2,0,1,0,2
503,503,0,0,0,0,0,2,1,0,2,1,1,2,0,0,2,1,1,1,3,0,2,1,2,1,1,0,2
504,504,1,0,0,0,4,2,1,0,2,1,1,2,0,0,2,1,1,1,3,4,2,1,2,1,1,3,2
505,505,1,0,0,2,4,2,1,0,2,0,1,0,1,0,2,1,1,1,0,3,2,0,1,2,1,3,2
506,506,1,0,0,2,4,2,1,0,2,0,1,0,0,0,2,1,1,1,4,3,2,0,1,2,1,3,2
507,507,1,0,0,0,4,2,1,0,2,1,1,2,0,0,2,1,1,3,3,3,2,1,2,1,1,0,2
508,508,0,0,0,1,6,2,1,0,1,1,1,1,0,0,2,1,1,1,2,2,2,1,2,1,1,3,2
509,509,1,0,0,1,4,2,4,0,2,1,1,1,0,0,2,1,1,1,5,3,2,1,2,1,1,0,2
510,510,1,0,0,0,4,2,1,0,1,1,1,2,1,0,2,1,1,0,5,3,2,0,2,1,1,3,2
511,511,1,0,0,1,4,2,2,0,1,1,1,0,0,0,2,1,1,1,0,2,2,1,2,1,1,3,2
512,512,1,0,0,2,4,0,1,0,1,1,1,0,1,0,2,1,1,1,3,3,2,0,2,1,1,0,2
513,513,1,0,0,0,4,2,4,0,2,1,1,2,0,0,2,1,1,1,3,3,2,0,1,2,1,3,2
514,514,1,0,0,1,4,0,3,0,2,1,1,1,0,0,2,1,1,1,3,3,2,1,2,1,1,2,1
515,515,1,0,0,1,4,0,2,0,2,1,1,1,0,0,2,1,1,1,3,3,2,1,2,1,0,1,2
516,516,1,0,0,1,4,2,1,0,2,1,1,1,0,0,2,1,1,1,0,0,2,1,2,1,1,3,2
517,517,1,0,0,2,4,2,1,0,2,1,1,0,1,0,2,1,1,4,3,3,2,1,2,1,1,3,1
518,518,1,0,0,1,4,2,1,0,2,0,1,1,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
519,519,1,0,0,2,4,2,1,0,2,1,1,0,1,0,2,1,1,1,0,3,2,1,1,2,1,3,1
520,520,1,0,0,2,4,2,1,0,1,0,1,0,1,0,2,0,1,0,1,0,0,2,2,0,1,0,1
521,521,1,0,0,1,4,0,2,0,1,0,1,1,0,0,2,1,1,1,0,0,2,0,2,0,1,3,2
522,522,0,0,0,0,4,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
523,523,1,0,0,1,4,0,2,0,2,1,1,1,1,0,2,1,1,3,3,3,2,1,2,1,1,3,2
524,524,1,0,0,1,4,0,1,0,2,1,1,1,0,0,2,1,1,3,3,3,2,1,2,1,1,3,2
525,525,1,0,0,2,4,2,1,0,2,1,1,0,1,0,2,1,1,1,3,0,2,1,2,1,1,3,1
526,526,1,0,0,0,4,2,1,0,2,1,1,2,0,1,1,1,1,1,3,3,1,2,2,1,0,1,0
527,527,1,0,0,1,4,2,1,0,2,1,1,1,1,1,0,1,1,1,0,0,2,0,2,0,1,3,2
528,528,1,0,0,1,4,2,2,0,2,1,1,1,1,1,0,1,1,0,3,3,2,1,2,1,0,1,2
529,529,1,0,0,1,4,2,1,0,2,1,1,1,0,0,2,1,1,1,0,4,2,1,2,1,0,1,2
530,530,1,0,0,1,4,0,2,0,2,0,1,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,1
531,531,1,0,0,1,4,0,4,0,1,1,1,0,0,0,2,1,1,1,4,4,2,1,2,0,1,0,2
532,532,1,0,0,2,4,2,2,0,2,1,1,0,1,0,2,1,1,1,0,0,2,0,2,0,1,3,1
533,533,1,0,0,1,4,2,1,0,1,0,1,2,1,0,2,0,1,1,1,4,0,2,2,1,1,3,2
534,534,1,0,0,2,4,0,2,0,1,1,1,0,1,0,2,1,1,1,5,3,2,1,2,1,1,3,1
535,535,1,0,0,2,4,2,4,0,2,1,1,0,0,1,0,1,1,0,3,3,2,1,1,2,0,1,0
536,536,1,0,0,1,4,0,1,0,1,0,1,1,1,0,1,1,1,1,0,3,2,0,1,2,1,3,2
537,537,1,0,0,0,4,2,3,0,1,1,1,2,0,1,0,1,1,1,3,3,2,0,2,1,1,3,1
538,538,1,0,0,0,4,2,1,0,1,1,1,2,1,1,0,1,0,1,2,1,2,1,0,2,1,0,0
539,539,1,0,0,2,4,2,1,0,2,1,1,0,1,0,2,1,1,1,0,5,2,1,2,1,1,3,1
540,540,1,0,0,2,4,2,3,0,2,1,1,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,1
541,541,0,0,0,1,6,2,1,0,1,0,1,1,0,0,2,1,1,1,4,0,2,0,2,1,1,3,2
542,542,1,0,0,2,4,2,1,0,2,1,1,0,0,0,2,1,1,2,3,3,2,1,2,1,1,3,0
543,543,1,0,0,2,4,2,1,0,2,1,1,0,0,1,2,0,1,3,1,2,0,2,1,2,1,2,1
544,544,1,0,0,2,3,2,2,0,2,1,1,0,0,1,0,1,1,1,3,3,2,0,2,1,1,3,2
545,545,0,0,0,2,6,2,1,0,2,1,1,2,0,1,0,1,1,1,3,3,2,1,1,2,1,2,2
546,546,0,0,0,1,6,2,0,1,1,1,1,1,0,0,2,1,1,1,3,5,2,0,2,0,1,0,2
547,547,1,0,0,0,4,2,1,0,2,1,1,2,0,0,2,1,1,1,3,2,2,1,1,2,1,0,2
548,548,1,0,0,1,4,1,0,0,2,1,1,2,0,0,2,1,1,1,3,2,2,1,2,1,1,0,2
549,549,1,0,0,2,4,0,3,0,2,0,1,1,1,0,2,1,1,1,3,2,2,1,2,1,1,0,2
550,550,1,0,0,2,4,0,2,0,2,1,1,0,0,0,2,1,1,1,3,3,2,0,1,2,1,0,2
551,551,1,0,0,1,4,2,1,0,2,0,1,2,1,0,2,1,1,1,4,4,2,1,2,1,1,3,2
552,552,0,0,0,2,9,2,1,1,2,1,1,0,1,1,0,1,1,4,3,3,2,1,2,1,1,3,0
553,553,1,0,0,2,4,2,1,0,1,1,1,0,0,1,0,1,1,1,3,3,1,2,1,2,1,0,1
554,554,1,0,0,1,4,2,3,0,2,1,1,1,0,1,0,1,1,0,4,4,2,0,2,0,1,0,2
555,555,1,0,0,1,4,0,3,0,2,0,1,2,0,0,2,1,1,1,2,2,2,0,2,0,1,0,2
556,556,1,0,0,1,4,2,0,0,2,1,1,1,0,0,2,1,1,1,3,2,2,1,1,2,1,0,2
557,557,1,0,0,1,3,2,1,0,2,1,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,0,2
558,558,0,1,0,1,6,2,3,0,1,1,1,1,1,0,2,1,1,1,4,4,2,0,2,0,1,3,2
559,559,0,1,0,2,6,2,1,0,0,0,1,0,1,1,1,0,1,0,1,2,0,2,2,1,1,3,0
560,560,0,0,0,1,6,2,1,0,2,0,1,2,0,0,2,1,1,1,4,4,2,1,2,1,1,3,2
561,561,0,2,0,1,1,0,1,0,1,1,1,1,1,0,2,1,1,1,3,0,2,0,2,1,1,3,2
562,562,0,1,0,1,1,0,1,0,0,0,1,2,0,0,2,1,1,1,4,5,2,1,2,1,1,3,2
563,563,0,1,0,0,2,2,1,0,0,1,1,2,1,0,2,1,1,1,5,0,2,0,2,1,1,3,2
564,564,0,2,0,2,1,0,3,0,1,0,1,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,2
565,565,0,0,0,2,1,0,2,0,0,1,1,0,1,0,2,1,1,1,3,3,2,1,2,1,1,3,1
566,566,0,0,0,1,6,2,0,1,1,1,1,1,0,0,2,1,1,1,4,4,2,1,2,1,1,3,2
567,567,0,1,0,2,5,2,1,0,0,1,1,0,0,0,2,1,1,1,0,3,2,1,2,1,1,3,2
568,568,0,0,0,1,2,2,1,0,2,1,1,2,1,0,2,1,1,1,4,0,2,0,2,1,1,3,2
569,569,0,0,0,1,6,2,1,0,1,1,1,1,0,0,2,1,1,1,0,0,2,1,2,1,1,3,2
570,570,0,0,0,2,4,2,1,0,0,1,1,0,0,1,0,1,1,2,3,3,2,1,2,1,1,3,2
571,571,0,0,0,2,9,2,1,1,1,1,1,1,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
572,572,0,0,0,2,9,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,2,0,2,1,1,0,2
573,573,0,0,0,0,6,2,1,0,1,0,1,2,0,0,2,0,1,1,1,4,0,2,2,0,1,3,2
574,574,0,1,0,0,0,2,1,0,0,0,1,2,1,1,0,1,1,1,0,0,2,0,2,0,1,3,2
575,575,0,1,0,2,6,2,1,0,0,1,1,0,1,1,0,0,1,2,1,3,0,2,2,1,1,0,0
576,576,0,1,0,1,0,2,1,1,1,1,1,1,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
577,577,0,3,0,1,2,2,1,0,1,1,1,1,1,0,2,1,1,1,5,4,2,0,2,0,1,3,2
578,578,0,0,0,1,0,2,2,0,1,1,1,1,1,0,2,1,1,1,0,0,2,0,1,2,1,3,2
579,579,0,2,0,0,9,2,1,0,1,0,0,2,1,1,0,1,1,1,5,4,2,0,2,0,1,0,2
580,580,0,0,0,0,0,2,2,0,2,0,1,2,0,0,2,1,1,1,0,0,2,1,2,1,1,3,2
581,581,0,0,0,2,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,3,2,1,2,1,1,3,2
582,582,0,0,0,2,1,0,2,0,1,1,1,0,0,1,1,1,1,2,0,3,2,0,2,1,1,3,2
583,583,1,0,2,1,1,0,1,0,2,1,1,2,0,0,2,1,1,1,0,3,2,1,2,1,1,3,2
584,584,0,0,2,0,0,2,1,0,2,1,1,2,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
585,585,0,1,2,1,9,2,1,0,2,0,1,2,1,0,2,1,1,1,2,4,2,0,2,0,1,3,2
586,586,0,3,2,1,1,0,2,0,1,0,1,1,1,1,2,1,0,0,5,1,2,0,0,2,0,1,2
587,587,1,2,2,0,1,0,2,0,2,1,1,2,1,0,1,1,1,0,2,3,2,1,2,0,1,1,0
588,588,0,1,2,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,5,4,2,1,1,2,1,0,2
589,589,0,3,2,0,9,2,1,0,2,0,1,2,1,0,2,1,1,1,5,5,2,1,2,1,1,0,2
590,590,1,0,2,0,4,2,1,0,2,1,1,2,0,0,0,1,1,1,3,3,2,0,2,0,1,0,2
591,591,0,3,2,2,7,2,1,0,1,0,1,1,1,0,2,1,1,1,3,3,2,1,1,2,0,1,1
592,592,1,0,2,1,3,2,1,0,2,0,1,2,1,1,1,1,1,0,3,0,1,2,2,0,1,0,2
593,593,0,3,2,1,2,2,2,0,2,0,1,2,0,0,2,1,1,0,3,3,2,0,2,0,1,3,2
594,594,0,2,2,0,1,0,2,0,1,0,1,2,1,0,0,1,1,1,4,4,2,1,2,0,1,3,2
595,595,1,0,2,0,1,0,3,0,2,0,1,2,1,0,2,1,1,1,0,0,2,0,2,1,1,3,2
596,596,1,0,2,1,1,0,3,0,1,0,1,0,0,0,0,1,1,1,0,3,2,0,2,1,1,3,2
597,597,0,3,2,0,6,2,2,0,2,0,1,2,1,0,2,1,1,1,0,3,2,1,2,1,1,0,2
598,598,0,3,2,2,1,0,1,0,1,1,1,0,0,1,1,1,1,0,3,3,2,1,2,1,1,0,2
599,599,1,0,2,2,1,0,2,0,2,1,1,0,1,1,0,1,1,0,2,2,1,2,1,2,1,3,1
600,600,0,0,2,0,5,2,1,0,2,0,1,2,0,0,1,1,1,3,5,5,2,1,2,0,1,3,2
601,601,1,2,2,2,3,2,1,0,2,1,1,0,1,0,2,1,1,1,2,2,2,1,2,1,1,3,1
602,602,0,3,2,1,1,0,2,0,1,1,1,0,1,1,1,0,1,2,1,3,0,2,2,0,1,3,0
603,603,0,3,2,1,9,2,2,0,1,0,1,2,1,0,2,1,1,1,4,3,2,1,2,1,1,3,2
604,604,1,0,2,0,3,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
605,605,1,0,2,0,1,0,1,0,2,1,1,2,1,0,2,1,1,1,3,3,2,1,1,2,1,2,2
606,606,1,0,2,0,3,2,2,0,2,1,1,2,0,0,2,1,1,1,4,3,2,1,2,1,1,3,2
607,607,0,0,2,0,5,2,1,0,2,1,1,2,0,0,2,1,1,1,0,0,2,0,2,0,1,0,2
608,608,0,0,2,1,3,2,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,1,1,3,2
609,609,1,0,2,0,1,0,2,0,2,1,1,2,0,0,2,1,1,1,3,3,2,1,2,1,1,0,2
610,610,1,2,2,0,3,2,1,0,2,1,1,2,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
611,611,1,0,2,1,3,2,4,0,2,1,1,2,0,0,2,1,1,1,2,2,2,1,1,2,1,3,2
612,612,1,0,2,1,3,2,0,0,2,1,1,1,0,0,2,1,1,1,3,3,2,0,2,1,1,3,2
613,613,1,0,2,0,3,2,3,0,2,1,1,2,0,1,0,0,1,2,1,2,0,2,2,1,1,0,2
614,614,1,0,2,0,3,2,0,0,2,1,1,2,0,0,2,1,1,1,4,0,2,0,1,2,1,3,2
615,615,1,0,2,0,3,2,1,0,2,1,1,1,0,0,2,1,1,1,3,3,2,0,1,2,1,0,2
616,616,1,0,2,2,3,2,1,0,2,1,1,0,0,0,2,1,1,1,4,0,2,0,1,2,1,3,2
617,617,1,0,2,1,1,0,3,0,2,0,1,2,1,0,2,1,1,1,5,2,2,1,2,1,1,3,2
618,618,1,0,2,2,1,0,2,0,2,1,1,0,0,0,2,1,1,1,4,3,1,2,1,2,1,0,2
619,619,1,0,2,2,3,2,1,0,2,1,1,0,0,0,2,1,1,1,3,2,2,0,2,0,1,2,1
620,620,1,0,2,1,3,2,3,0,2,1,1,2,0,0,2,1,1,1,3,2,2,0,1,2,1,3,2
621,621,1,0,2,1,3,1,1,0,2,1,1,1,0,0,2,0,1,1,1,2,0,2,2,1,1,3,0
622,622,1,0,2,2,1,0,2,0,2,1,1,0,1,0,2,1,1,1,5,2,2,0,1,2,1,3,2
623,623,1,0,2,2,1,0,2,0,2,1,1,0,0,0,2,1,1,1,2,2,2,1,2,1,1,3,1
624,624,0,0,2,1,3,2,1,0,2,1,1,1,0,0,2,1,1,1,3,3,2,1,2,1,1,0,2
625,625,1,0,2,1,3,2,1,0,2,1,1,1,1,0,2,0,1,1,1,3,0,2,2,1,1,2,2
626,626,1,0,2,1,1,0,1,0,2,1,1,1,0,1,0,1,1,1,3,3,2,1,2,1,1,0,2
627,627,1,0,2,2,1,0,3,0,2,1,1,0,0,0,2,1,1,1,0,3,2,1,2,1,1,3,2
628,628,1,0,2,0,1,0,4,0,2,0,1,2,1,0,2,1,1,1,0,3,2,1,2,1,1,3,2
629,629,1,0,2,2,3,2,3,0,2,1,1,0,1,0,2,1,1,4,3,2,2,1,2,1,1,3,1
630,630,1,0,2,2,1,0,3,0,2,1,1,0,1,0,2,1,1,1,3,2,2,1,2,1,1,3,2
631,631,1,0,2,2,3,2,1,0,2,1,1,0,0,0,2,0,1,1,1,3,0,2,2,0,1,3,1
632,632,1,0,2,2,3,2,1,0,2,1,1,0,0,1,0,1,1,0,5,3,2,0,2,0,1,2,1
633,633,1,0,2,1,3,2,1,0,2,1,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,3,2
634,634,1,0,2,2,3,2,1,0,2,1,1,0,0,0,2,1,1,1,3,3,2,1,1,2,1,0,2
635,635,1,2,2,2,3,0,4,0,2,1,1,2,0,0,2,0,1,1,1,3,0,2,2,1,1,0,2
636,636,1,2,2,2,3,2,2,0,2,1,1,0,1,0,2,0,1,1,1,5,0,2,2,0,1,3,1
637,637,1,2,2,1,3,2,1,0,2,0,1,1,1,0,2,1,1,1,2,2,2,1,2,1,1,3,2
638,638,1,2,2,0,3,2,1,0,2,1,1,2,0,0,2,1,1,3,0,0,1,2,2,0,1,3,2
639,639,1,0,2,0,3,2,1,0,2,1,1,2,1,0,2,1,1,1,3,2,2,1,2,1,1,3,2
640,640,1,0,2,2,3,2,1,0,2,1,1,0,0,0,2,0,1,0,1,3,0,2,1,2,1,3,1
641,641,0,2,2,0,6,2,1,0,2,1,1,2,0,1,0,1,1,2,0,0,2,0,1,2,1,0,2
642,642,1,0,2,2,3,2,2,0,2,1,1,0,0,0,2,1,1,0,0,0,2,0,2,0,1,3,1
643,643,1,0,2,1,3,1,1,0,2,1,1,2,0,0,2,1,1,1,3,3,2,0,2,1,1,2,2
644,644,1,0,2,0,3,2,1,0,2,1,1,2,0,0,2,1,1,1,0,4,2,0,2,0,1,3,2
645,645,0,1,2,1,6,2,1,1,1,0,1,1,0,1,0,0,1,3,1,4,0,2,2,1,1,2,2
646,646,1,0,2,0,3,2,4,0,2,1,1,2,1,0,2,1,1,1,2,2,2,1,1,2,1,2,2
647,647,1,0,2,2,8,2,1,0,1,1,1,0,0,0,0,1,1,1,3,3,2,1,2,1,1,3,1
648,648,0,3,2,1,0,2,4,0,1,1,1,1,1,0,2,1,1,1,3,3,2,0,2,0,1,3,2
649,649,1,0,2,2,8,2,1,0,1,1,1,0,0,0,1,1,1,1,2,2,2,1,2,1,1,2,1
650,650,1,0,2,1,1,0,1,0,0,1,1,1,1,0,2,1,1,1,4,4,2,1,2,1,1,3,2
651,651,0,0,2,2,1,0,1,0,1,1,1,0,1,0,2,1,1,0,0,0,2,1,2,1,1,3,1
652,652,0,0,2,0,9,2,3,0,2,1,1,2,0,0,2,1,1,1,0,0,2,1,2,1,1,3,2
653,653,0,0,2,0,9,2,1,0,2,1,1,2,0,0,2,1,1,1,0,3,2,0,2,1,1,0,2
654,654,1,2,2,0,3,0,2,0,2,1,1,2,1,1,0,1,1,1,4,3,2,0,1,2,1,3,2
655,655,1,0,2,1,8,0,1,0,0,1,1,1,1,0,2,1,1,1,5,0,2,1,2,0,0,1,0
656,656,0,1,2,1,0,0,1,0,2,0,0,2,1,0,2,1,0,0,0,1,2,0,0,2,1,3,0
657,657,0,2,2,0,0,2,1,0,2,1,0,2,0,0,2,1,1,1,4,0,2,1,2,1,1,3,2
658,658,0,2,2,0,0,2,2,1,2,0,0,2,1,1,0,1,1,3,4,4,2,0,1,2,1,3,2
659,659,0,3,2,1,0,2,1,0,2,0,0,2,0,0,2,1,1,3,4,4,2,1,2,0,1,3,2
660,660,0,3,2,1,0,2,1,0,2,0,0,2,0,0,2,1,1,1,4,4,2,0,1,2,1,3,2
661,661,0,1,2,0,9,2,2,0,0,0,0,2,1,1,0,1,1,1,4,4,2,0,2,0,1,3,2
662,662,0,1,2,1,0,2,2,0,0,0,0,0,1,0,2,1,1,3,4,4,2,1,2,0,1,3,2
663,663,0,1,2,1,9,2,1,1,1,0,0,1,0,1,2,1,1,1,4,4,2,0,1,2,1,3,2
664,664,0,2,2,0,0,2,1,0,1,0,0,2,1,0,2,1,1,1,4,4,2,0,2,1,1,3,2
665,665,0,3,2,1,0,2,4,0,1,0,0,1,1,0,0,1,1,1,3,3,2,0,1,2,1,3,2
666,666,0,1,2,1,9,2,2,1,1,1,0,1,1,0,2,1,1,1,4,4,2,0,1,2,1,3,2
667,667,0,1,2,2,9,2,1,0,0,1,1,0,1,1,0,1,1,0,3,3,2,1,2,1,1,3,1
668,668,0,1,2,2,5,2,2,0,0,1,1,1,1,0,2,1,1,1,3,3,2,1,2,1,1,2,2
669,669,0,0,2,0,0,2,1,0,1,1,1,2,1,0,2,1,1,1,5,5,2,0,1,2,1,3,2
670,670,0,0,2,0,8,2,3,0,1,0,1,2,0,0,2,1,1,3,0,0,2,0,2,0,1,3,2
671,671,0,2,0,0,0,2,1,0,2,0,0,2,1,1,2,1,1,1,4,0,2,0,2,0,1,3,2
672,672,0,0,2,0,0,2,2,0,2,0,1,2,1,0,2,1,1,1,5,5,2,1,2,1,1,3,2
673,673,0,0,1,0,0,2,1,1,2,1,0,2,0,0,2,1,1,1,4,4,2,1,1,2,0,1,2
674,674,0,0,1,0,9,2,1,0,2,0,0,2,0,1,0,0,1,3,1,3,0,2,2,1,1,3,2
675,675,0,0,1,1,7,1,1,0,1,1,0,0,0,0,2,1,1,1,4,4,2,0,2,0,1,3,2
676,676,0,0,1,0,5,2,1,0,1,0,1,2,0,0,2,1,1,1,5,5,2,1,2,1,1,3,2
677,677,0,0,1,0,7,2,1,0,1,1,1,2,0,0,2,0,1,3,1,3,0,2,2,0,1,0,0
